TRAINTrainTimes,ROCKET,ResNet,Catch22,cBOSS,WEASEL,TSF,BOSS,RISE,S-BOSS,ProximityForest,InceptionTime,TS-CHIEF,STC,HIVE-COTE v1.0
AvgTRAINTrainTimesOverDsets:,4387.759259259259,3491.4768518518517,3739.9462635879627,339902.8392331158,3396666.886309608,427331.93163498124,2895678.4587271656,488196.659409037,8797677.033104075,5230596.461071529,2163384.7314814813,1.9433347652014162E7,8081322.4924395075,1.467586509228946E7
AvgTRAINTrainTimesRankOverDsets:,1.6851851851851851,2.425925925925926,2.574074074074074,4.2407407407407405,5.861111111111111,6.787037037037037,6.814814814814815,7.351851851851852,9.342592592592593,9.38888888888889,10.787037037037036,12.055555555555555,12.231481481481481,13.453703703703704
StddevOfTRAINTrainTimesOverDsets:,15728.754460119715,5660.846600179834,7861.031770621228,1723927.064786976,2.586439376322017E7,831725.1262118565,1.4163577950242665E7,895680.7786370516,4.406640414885539E7,1.1465645915120427E7,3606541.6806691242,4.194568441839656E7,1.5221685308988838E7,3.2692638776380137E7
AvgOfStddevsOfTRAINTrainTimesOverDsetFolds:,155.6876557718673,449.0152912560094,316.9582790087428,40869.58923989358,536095.0113334253,27722.27045893748,155906.53879704064,15841.35991135795,281995.45592548535,277047.0616427057,1906425.351891451,1511560.4575146602,1229110.5641201618,1625432.8353868027
StddevsOfTRAINTrainTimesRanksOverDsets:,0.7444266205767561,2.1408518860958288,0.8560254134547896,0.6094331726855206,2.1808783848704207,1.6913796057000494,1.6010986190162848,1.4359523513742016,1.9294182796606196,2.0316805498645256,1.6913796057000492,1.310156823982073,1.2500951850225146,0.9210341532147568

flat,ROCKET,ResNet,Catch22,cBOSS,WEASEL,TSF,BOSS,RISE,S-BOSS,ProximityForest,InceptionTime,TS-CHIEF,STC,HIVE-COTE v1.0
ROCKET,0|108|0,50|0|58,23|0|85,0|0|108,1|0|107,0|0|108,0|0|108,0|0|108,0|0|108,0|0|108,0|0|108,0|0|108,0|0|108,0|0|108
ResNet,58|0|50,0|108|0,38|0|70,12|0|96,11|0|97,5|0|103,11|0|97,2|0|106,9|0|99,7|0|101,0|0|108,1|0|107,0|0|108,0|0|108
