BOSS,Catch22,cBOSS,HIVE-COTE v1.0,InceptionTime,ProximityForest,ResNet,RISE,ROCKET,S-BOSS,STC,TS-CHIEF,TSF,WEASEL
15362.13461,566.614716,4624.217449,3906581.832394,263640.0,97412.875634,668.0,24867.790521,359.0,31464.586,3715020.156157,490980.782969,37266.858181,20069.17475
15156.121479,559.942922,4668.746801,3915944.020579,299612.0,91818.598974,665.0,24421.979377,360.0,32336.549911,3721933.489124,452678.903686,34092.69439,23136.926524
15195.224506,580.249533,4592.009682,3930602.281143,258727.0,94393.691495,663.0,24759.802071,353.0,31704.294283,3731745.031104,508708.721521,34471.136181,23236.565665
15191.165866,615.207958,4646.56948,3875265.666035,297976.0,100885.086402,677.0,23822.463218,352.0,30807.135968,3681736.719803,544749.80908,35058.489194,23538.396063
15219.203668,636.1544,4330.790222,3962823.631287,259791.0,98358.923259,680.0,25326.540631,354.0,31068.940757,3768580.84168,492203.827198,36456.609861,13274.068526
15306.287471,586.496488,4438.97115,3982407.424779,297212.0,97015.732095,667.0,24314.99141,363.0,30455.906446,3786509.284198,478583.351127,34881.163861,22831.103165
15059.62082,592.270404,4558.764236,3985422.777537,258292.0,99934.670948,674.0,24942.437543,356.0,31621.823089,3789938.164048,487949.412992,34502.737983,21389.683798
15216.123208,580.037636,4445.721939,3898425.627338,297120.0,97420.101464,672.0,23647.59578,351.0,30643.510259,3718008.782655,468668.943707,32192.450769,12449.899526
15450.647255,660.815923,4686.217044,3938249.380932,261677.0,90933.609878,666.0,24801.377418,358.0,30326.319483,3725999.722185,463023.321416,35495.044298,44317.024896
14972.149914,612.400219,4574.371454,3930279.579518,263546.0,92224.12028,672.0,23611.340149,355.0,32492.4323,3726071.647485,465180.611087,34721.34363,23627.751203
15245.010489,630.11777,4489.408075,3951338.581537,261411.0,100307.44921,675.0,25196.950632,351.0,30933.959932,3740251.975248,496179.908447,38279.545531,15648.048332
15090.21374,629.894906,4538.838278,3926797.25887,260784.0,96231.00006,675.0,24973.34493,355.0,32467.984824,3711261.740678,481798.271283,39160.37978,21511.55178
15256.102217,754.543452,4324.488447,3942965.901974,257889.0,103680.058583,664.0,25413.812835,389.0,31883.120264,3724675.30985,498808.831805,40403.408928,23753.678309
15269.714271,782.41982,4516.070591,3915177.69561,376500.0,92759.500955,677.0,24006.808179,366.0,32910.797125,3710678.905609,457381.946753,36901.940109,44482.449404
15260.736098,739.653396,4636.769333,3928124.956378,258502.0,90253.736135,670.0,23677.86128,360.0,30071.613126,3728172.561899,460240.185345,33371.700974,15459.432652
15272.857791,577.450027,4681.147393,3957340.394837,260072.0,93996.692347,674.0,31286.367273,370.0,30716.071896,3725689.126248,483296.107844,40988.77741,23722.776745
15105.741795,616.268089,4761.365894,3930982.407758,260580.0,96404.868338,666.0,31823.927732,356.0,31885.519869,3716461.017971,468797.011268,38070.662654,43206.736907
15299.358003,650.805521,4446.807041,3985366.653701,260303.0,97677.113046,665.0,31817.804801,355.0,31367.596233,3774440.344172,500456.931214,37185.898856,20429.120822
15258.452298,550.290448,4674.413572,3907485.474315,260656.0,94911.137089,674.0,30305.720472,354.0,32511.496482,3703176.862356,466321.495991,36392.290266,23635.449799
15257.340127,713.338647,4534.106951,3952349.564243,392369.0,92843.26225,684.0,31586.324784,355.0,31525.330141,3714241.177611,511116.369227,40331.566649,15313.013681
15087.679223,696.654936,4374.227364,4014874.985967,261537.0,96927.520193,668.0,31993.121303,376.0,31429.150272,3788959.931605,473236.298675,38929.876911,15501.582759
15287.07554,732.928773,4289.760405,3908581.748068,261088.0,91023.418398,662.0,30315.700432,359.0,30639.263113,3696860.48263,470832.011931,38267.913087,22814.288032
15702.738293,652.193873,4415.113296,4015632.483696,358027.0,101865.94305,665.0,30625.963251,364.0,31042.677007,3750011.433968,480782.270569,39723.676716,22821.412683
15194.02639,537.508064,4368.255977,4013534.703719,2610901.0,96046.879628,669.0,31758.448291,419.0,29823.650034,3762327.945819,479016.191418,38630.921486,15240.691049
15489.862166,713.367284,4371.900486,4013751.283551,380512.0,96922.821784,675.0,32346.572565,371.0,30567.489489,3763079.755313,465237.843818,39647.213296,15316.954623
15324.7973,616.843819,4305.9771,3985832.428594,2654267.0,98569.447051,673.0,31043.080142,355.0,30514.667643,3786460.257945,427227.980751,28297.745473,23276.345432
11316.212828,474.975856,3280.51331,3875008.017156,228523.0,51733.074309,661.0,20329.937181,262.0,18485.613413,3734228.222072,178876.047462,11895.568856,12570.393002
10931.266627,486.472586,3201.386064,3876691.12657,226859.0,50997.089225,664.0,21687.760646,267.0,18436.138975,3756587.658099,182769.231374,12498.497718,9454.100156
11185.59754,542.809919,3379.854207,3854175.661923,229227.0,49763.17396,670.0,20546.739984,264.0,18470.053719,3708346.919674,181651.049017,11956.446426,9591.043358
11058.897315,502.261828,3287.268505,3834111.760849,264029.0,52732.168438,665.0,19430.098407,261.0,18306.750862,3695432.838347,194477.730215,12535.192116,9480.504789
11036.507283,488.3443,3447.956511,3837270.354045,232371.0,45909.636239,657.0,14374.118834,259.0,18564.940648,3705107.744005,186923.795698,11692.655763,9554.310412
11334.415991,438.984507,3376.057647,3854932.6871,265665.0,48869.742652,667.0,14377.821741,260.0,18274.592404,3727474.737719,190679.743011,11619.414546,9411.752902
11141.951109,479.836386,3360.106514,3870114.847936,227276.0,52144.53428,667.0,14177.531903,262.0,18454.455688,3785078.490358,201626.175672,11835.632749,9417.030701
11205.945111,527.409203,3333.747032,3853534.54097,264109.0,47033.029063,657.0,14567.985066,266.0,18252.324917,3720721.226719,176883.934556,11968.333321,10279.6648
11183.133737,461.185258,3380.529233,3840603.244332,228616.0,43422.252884,668.0,14079.909915,261.0,18475.195272,3715972.75886,174748.228997,10871.073924,9322.394213
11159.972938,716.70757,3286.594766,3854209.559204,262027.0,50033.395355,657.0,14831.92057,300.0,18873.263157,3724282.139491,192334.593137,11361.511501,8957.911117
11135.80273,486.60029,3297.91987,3835180.278709,226223.0,54592.293028,686.0,14381.282464,261.0,18437.206818,3703303.202742,193614.511661,12211.710992,7683.498757
11327.443735,449.909727,3428.679551,3854704.177263,261416.0,50734.246258,669.0,21390.590358,269.0,18654.129797,3711251.119975,187475.255737,12352.128424,7703.27907
11194.488166,462.540722,3524.519884,3844789.888479,229668.0,48335.254831,661.0,21275.872678,259.0,18156.895499,3696920.134422,195063.60277,15355.361327,9413.103065
11037.047865,464.855013,3257.803278,3876281.662321,231482.0,45010.881405,656.0,20384.556418,261.0,18688.179038,3731364.348177,167957.08539,15893.054566,9640.286357
11159.772544,475.674074,3323.305046,3844564.919927,229865.0,48137.772556,670.0,21693.483912,261.0,18276.236102,3696740.022361,191503.591274,16593.280934,9228.098139
11116.41099,426.607464,3639.518718,3876726.161886,229054.0,52175.772172,663.0,21427.917512,261.0,18297.573468,3748597.011604,201598.90569,16552.761634,10314.172896
11125.998355,558.230428,3436.735785,3878663.817923,226668.0,48879.093874,669.0,21510.185373,281.0,18299.072221,3730275.630216,179403.753604,17383.475794,9515.707915
11008.499688,449.464232,3121.17558,3871515.007038,377506.0,48234.833258,661.0,20052.504918,274.0,18508.80375,3720912.167329,189673.540167,15447.185173,8750.721976
11032.712862,497.764833,3515.32372,3861099.000207,226446.0,49585.928815,670.0,23092.838331,273.0,18041.566115,3703294.014324,187862.167003,16365.332205,9976.516918
10924.922512,446.004824,3207.423188,3873743.498819,228945.0,49947.110511,663.0,21300.653463,281.0,18599.839196,3727828.019776,181093.452781,17049.817285,8248.846158
11160.337123,457.755067,3454.62783,3855737.888327,229602.0,50421.357917,668.0,20678.957263,259.0,18164.802501,3703340.551452,177156.963327,16146.263358,9463.945871
11191.320961,646.3567,3502.49046,3844615.912972,228681.0,50924.327354,663.0,21789.158659,262.0,18275.052411,3695972.268471,190393.413621,16297.242069,9811.666996
11176.40943,621.965735,3120.50557,3871794.484385,229825.0,48519.369074,665.0,22486.76957,267.0,18523.87392,3758085.043733,190255.979789,14726.86435,9295.408575
11004.699426,440.286433,3395.811712,3877319.758466,396245.0,51827.446331,672.0,21917.627435,263.0,18143.440824,3729121.394851,196577.27842,15377.601587,12002.111021
11164.036914,475.720901,3382.961162,3869413.890799,230331.0,51491.272132,670.0,21308.914816,265.0,18265.930522,3726352.905919,192989.430269,14129.026729,15059.704123
11183.936784,466.476983,3431.232264,3865564.986963,229588.0,50527.945237,661.0,21655.981907,265.0,18448.583856,3751510.677603,179368.596985,12862.775103,7652.327085
11227.587706,450.974414,3276.316766,3848800.196184,360522.0,52085.588436,659.0,14903.96968,278.0,18267.615534,3720877.20875,188207.476602,12122.426049,8978.423956
11103.4439,470.078431,3311.258487,3840883.523934,2685195.0,46948.423819,667.0,14531.517452,317.0,18476.138272,3705880.098454,175025.481616,11229.374991,8856.032241
11202.46902,514.230986,3289.008552,3825510.09645,386199.0,42855.621301,653.0,13924.217796,265.0,18608.03811,3698886.885288,193467.808652,10639.951054,8641.379989
10959.275275,655.113136,3373.423222,3825960.484856,2724257.0,52055.634045,670.0,14655.945759,275.0,18325.385218,3696356.720422,195375.092203,13004.852477,8900.496322
10597.925353,600.307572,3574.052707,3833276.705505,228463.0,45727.18685,657.0,14348.602987,266.0,16928.383173,3700242.910441,164591.491886,13382.959804,8797.229047
10545.401156,473.492646,2719.862784,3831919.258554,228278.0,44570.832752,658.0,14062.902057,262.0,16492.389975,3704589.378325,155470.877407,10802.798234,8397.712412
10400.488137,642.616565,2772.724125,3852048.183019,229295.0,49361.518521,673.0,14096.062918,260.0,16833.069519,3750798.062397,161612.070025,12458.717021,13723.807478
10598.412658,474.741174,2900.935697,3858733.113879,262572.0,45949.540133,659.0,14162.125934,261.0,17419.954037,3732899.174217,160992.180395,11818.663204,8680.349027
10538.985561,407.854264,3016.091962,3851653.502797,232138.0,47746.349513,661.0,13964.017377,262.0,17070.940408,3713131.176075,175030.984003,13139.376888,9193.63194
10362.935763,434.218106,3182.928476,3852120.762785,263314.0,48908.354058,662.0,14325.111328,260.0,17338.876942,3721914.39863,187500.681332,12007.950191,11816.056306
10556.550987,483.63838,3324.274444,3856674.74244,226529.0,48474.310197,665.0,14487.927451,266.0,17324.541174,3748074.614346,167828.293272,12881.697488,8423.377861
10587.266186,441.557287,3129.623573,3848488.549301,263239.0,47322.450384,667.0,13895.177133,260.0,16535.574344,3750025.802747,164879.600995,11822.154605,9043.078107
10553.643158,436.782253,3407.370613,3855985.875853,228126.0,40365.063729,663.0,14352.674905,270.0,16788.672579,3728742.330179,156347.328059,11646.033256,8816.565367
10407.181601,472.220376,3277.100553,3822153.587581,263171.0,43582.319117,658.0,14432.884888,263.0,17050.727649,3695126.997598,165720.908067,11336.822211,9534.830732
10428.300852,438.297164,3297.093233,3869215.424428,226335.0,47547.998284,671.0,21785.609237,266.0,16661.783971,3728413.559294,174305.444638,12292.572709,7880.084361
10354.970966,591.779039,3370.618639,3864369.373349,261770.0,44361.474181,654.0,22227.743816,262.0,16931.152792,3752515.163454,160214.622295,11548.534194,8922.922212
10288.191825,541.557469,3256.679099,3853752.627078,229788.0,47990.86497,674.0,19645.50814,267.0,17248.984206,3710669.366146,172208.665145,13501.200878,9707.020308
10327.749109,434.600284,3290.708531,3840393.607667,228782.0,47780.221507,657.0,19255.866983,261.0,16500.369062,3700427.46234,175393.199592,12739.030507,8820.06102
10466.459504,412.081715,3363.171137,3855351.977834,229266.0,46373.456459,774.0,21117.89973,263.0,16584.395651,3713957.408055,159850.652074,12035.990252,8629.261203
