BOSS,Catch22,cBOSS,HIVE-COTE v1.0,InceptionTime,ProximityForest,ResNet,RISE,ROCKET,S-BOSS,STC,TS-CHIEF,TSF,WEASEL
1066065.717214,2448.53302,97938.577994,9253326.126257,2062403.0,2126796.269625,1689.0,310492.586966,2462.0,4447208.547492,5978121.07269,7903535.322075,223091.283276,241209.836973
1039318.961569,2501.424835,98554.55343,9117551.856383,2070470.0,2036301.815702,1683.0,317751.897302,2478.0,4391012.427986,5904553.37288,7849736.119451,228862.060787,254268.809661
1049707.108688,2471.736158,106095.292324,9384557.438164,2060559.0,2017856.600064,1706.0,345317.659814,2462.0,4425751.182098,6012999.301656,8200824.514665,228119.590738,228022.50528
1418150.031615,2707.54653,112984.290121,9907277.761314,2076163.0,1977837.191099,1679.0,341138.781599,2467.0,4451419.405863,6294475.720499,7786337.101847,219640.67245,226129.950301
1453357.431261,2677.684298,112436.069308,9713663.993418,2071528.0,2033032.902673,1683.0,333728.637454,2873.0,4473836.422369,6212414.404888,7781255.513857,206784.662711,222245.582889
1330142.986102,2535.596577,115000.972361,9893292.126378,4481875.0,2089415.057476,1687.0,346125.341296,2495.0,4457582.926844,6284972.916391,7594773.715502,212632.180552,230401.865658
1349857.885348,2634.446236,113543.463089,1.2443092589696E7,2049518.0,2090376.342368,1682.0,353791.578551,2469.0,4540468.605764,7601353.932871,7536028.651649,212058.824731,227107.871911
1352225.479064,2733.420408,107040.939512,9768363.584776,2057210.0,2131266.691889,1704.0,336250.924042,2478.0,4547662.327548,6230350.624095,7700385.879437,216725.421969,233056.111755
1430288.032918,2441.536588,109918.18504,9923904.894316,2072100.0,2081132.419064,1691.0,340683.734935,2477.0,4383161.732729,6307353.51484,8102081.937806,219526.046207,220020.38879
1372192.349596,2592.210956,110878.511491,9806270.706169,2061940.0,2116637.218136,1681.0,338360.727636,2493.0,4539424.510021,6232241.034815,8019462.175356,221967.760567,216990.901801
1357421.775687,2432.943973,114991.837534,9136646.181665,2061822.0,2003702.101539,1686.0,348451.787712,2471.0,4423081.863699,5879737.577589,7857341.202135,219534.011094,241784.966546
1409637.196776,2651.597142,116358.524009,9119409.012196,4589217.0,2098888.077355,1688.0,342877.208234,2479.0,4460729.476427,5880942.78807,7809502.894389,215974.075485,234694.165972
1385065.429995,2556.482095,114890.10858,9167740.251804,2073270.0,1991567.930698,1678.0,349101.711259,2471.0,4483479.69148,5901309.67227,7940291.574519,214385.416413,239306.717022
1348968.919172,3274.514057,112713.855063,9004973.028481,2064214.0,2143453.465596,1680.0,340406.385052,2471.0,3759490.782692,5816014.820891,8020270.276129,224681.062553,230996.531898
1343742.604077,3362.926185,109396.654899,9026680.42467,4690783.0,2099576.03933,1698.0,345513.957213,2820.0,3785937.606719,5833461.13826,7784275.585865,215462.608441,227223.64146
1295118.746657,3049.891191,102342.220502,8940485.955126,1.0079327E7,2110147.916849,1695.0,338830.538423,2465.0,3794027.080978,5798235.275258,7831896.988054,219207.493912,229007.515372
1343361.100721,3097.493578,100716.794371,9086430.271274,4755917.0,2026842.514214,1683.0,348144.096599,2713.0,3881482.21276,5856550.867345,7957608.224585,226061.485522,220342.221397
1368286.944259,2260.944529,100744.459291,8539482.935809,2809978.0,2135492.532863,1688.0,315365.481156,2469.0,3806487.976585,5606612.917166,7835715.167158,211413.168277,229567.623539
4781.928611,682.97967,3760.170589,705201.268774,330941.0,16967.05446,650.0,18551.226251,220.0,10370.695757,437519.639414,106979.202879,16692.299556,2436.871025
4726.134546,680.990857,4081.93422,602488.114344,327521.0,16799.025586,664.0,17635.517745,240.0,10498.371297,388663.932166,101075.074813,15002.250946,2558.045882
4676.820231,672.71717,4388.825184,901671.933125,334541.0,19104.811317,662.0,19263.500593,224.0,10203.437288,564984.208307,118058.061158,20902.29328,2486.521614
4966.600903,695.486798,4012.855702,777917.660555,368839.0,16316.21061,682.0,18015.017505,217.0,10520.492559,484001.989741,104685.894512,18454.923483,2394.713751
4801.552965,672.425559,4322.438163,860375.17684,336034.0,19431.975829,650.0,19219.067147,218.0,10555.729576,522237.516255,119884.06608,22141.210492,2435.229966
4812.081577,752.852884,4047.721487,845127.926353,365597.0,18053.874804,656.0,18926.313947,231.0,10543.642715,516057.184775,105328.416937,21105.545129,2225.413112
4233.365008,692.710201,4224.063085,760658.212317,329269.0,17600.306158,659.0,16188.67295,218.0,10700.68779,477128.775279,104388.192741,18315.13156,2450.3042
4482.632882,635.936075,4343.074697,919826.917446,370693.0,17765.993543,663.0,16572.165088,219.0,10529.554099,554898.713153,116497.080903,20164.166145,2258.834811
4402.756566,693.933697,4111.205095,675410.535537,329127.0,18288.460766,662.0,17522.66321,243.0,11149.82003,417439.338662,118043.927853,20264.319153,2246.185154
4392.454818,654.79125,4274.104726,673840.771646,368346.0,16712.590812,666.0,17258.089078,233.0,9923.202806,419549.112898,119080.042185,20698.3532,2244.17628
5394.553378,601.447132,4348.599838,621919.636807,340919.0,17440.974848,659.0,16622.770987,231.0,10203.480176,402682.633403,117251.682655,18709.981696,2247.048072
5204.407462,645.095328,4347.98478,616012.7834,366940.0,15095.13582,646.0,16015.588936,220.0,10336.517786,398565.981311,99408.123415,17119.730214,2292.548085
5341.682615,640.483834,4316.492477,646621.268555,329843.0,16467.590292,660.0,16557.474581,231.0,9684.509699,415760.018032,115743.059873,17385.967531,2362.47349
5219.900041,788.90406,4063.749643,708151.724366,332258.0,17315.146919,648.0,16392.663186,218.0,9738.541979,444853.639665,113567.774713,19775.287435,2549.001809
5136.584155,811.975331,4410.505589,735298.433835,329082.0,17177.729143,651.0,16851.705166,220.0,10614.982263,462665.072572,119439.01462,18124.799039,2454.207639
5374.990017,867.482305,4048.36386,685368.528513,331251.0,16080.78275,649.0,15764.422676,226.0,10216.69564,429480.235914,106938.804809,17726.532751,2398.234503
5236.576165,789.731203,3821.827698,660783.273278,330291.0,15384.440879,652.0,19690.403491,233.0,9962.062857,413187.163861,101773.395448,17010.437018,2485.491152
5124.862351,654.482398,3928.68898,585317.856312,1623545.0,17853.790952,665.0,21147.833715,239.0,9982.046241,369811.893881,118495.024386,17272.598912,2491.602416
4879.055537,684.542985,3882.470729,936575.717626,328412.0,17341.093771,651.0,21191.124123,218.0,10456.301733,588742.198709,115918.659479,18665.416026,2352.384965
5145.450283,755.011309,3999.086027,668115.878843,330676.0,17104.388805,693.0,19875.48359,220.0,9924.772521,429626.928559,105688.159583,15295.544218,2506.970495
5212.141338,682.575944,3920.525103,885710.784929,332516.0,16715.010497,743.0,20742.974688,220.0,10454.646308,561299.723594,110223.308029,15583.457583,2487.427056
5333.714526,634.13646,4090.493512,788978.521498,331440.0,17318.07777,650.0,21138.949461,235.0,10393.079871,490189.076621,114984.226562,18328.400473,2556.131712
4889.159155,618.026741,4031.403431,779652.935042,333217.0,16971.39608,660.0,21168.420973,233.0,10536.33552,487656.219876,102960.775925,17617.054019,2556.788433
5376.540319,693.001769,4776.377001,800716.19312,1674086.0,17643.455562,664.0,22232.588955,219.0,11055.669067,493267.792091,106455.54519,18558.628204,2426.6837
5396.258624,631.743128,4670.320822,741172.00109,332887.0,16299.403927,658.0,20353.556647,221.0,11434.195171,467857.844138,101942.477025,15551.382046,2214.068197
5227.993604,686.014636,4614.716156,729725.568527,333668.0,17556.674035,655.0,17279.338369,220.0,11231.216824,465445.378972,104361.29576,18153.619498,2255.646325
5255.231386,681.376175,4529.564676,750575.651494,1744226.0,18011.764139,649.0,17922.129286,240.0,11267.941293,469811.889081,124660.607869,17456.004642,2364.183621
5312.456848,664.122482,4247.500376,625701.707474,4576134.0,15948.840163,663.0,17706.025162,221.0,11127.78074,403964.376577,109183.135677,17600.637926,2308.440618
5092.386969,630.37674,4559.154439,665960.621595,1908677.0,15052.285757,677.0,17096.076628,225.0,11399.420558,429959.33899,115495.445442,15330.765469,2535.898609
4975.349914,724.601659,4293.778709,649070.284141,689883.0,16746.678385,653.0,17763.804052,219.0,11292.253133,417795.385838,108804.904903,17277.551478,2435.456919
165173.213097,2022.908644,55931.331552,6178808.600249,1456582.0,238938.277144,5123.0,174109.088877,1344.0,512239.196999,4651785.669965,1369074.075356,101931.322705,58322.778379
180187.092205,2295.036932,57663.204036,6882681.489258,1452739.0,237066.908774,5047.0,177242.287732,1411.0,516685.236572,5018394.453241,1435234.504151,111383.546985,58529.081906
157426.315816,2396.474107,56274.737973,6554286.789149,1464251.0,227377.658152,5200.0,175739.485835,1344.0,504137.72609,4836249.875177,1381008.575473,106056.103788,57133.526972
159910.675876,2285.643618,59232.918391,6603698.73512,1601936.0,226981.543033,5102.0,173931.86352,1333.0,505810.010224,4862429.260807,1342091.278098,106551.212005,63935.897271
163390.54598,2338.174323,55114.049933,6631316.799628,1467570.0,264440.426805,5076.0,182075.231444,1334.0,486566.981157,4873026.183008,1478278.796811,111512.767881,58458.115781
180985.831847,2181.164144,54229.741578,6542136.338606,1611713.0,239734.519729,5124.0,177521.137677,1385.0,564509.076665,4830295.634639,1330958.69879,103689.331014,58860.188574
177305.472197,2139.242568,55391.400792,6604640.8757,1452888.0,271154.67986,5089.0,175388.886527,1337.0,572977.872927,4875175.684218,1480442.620751,107134.653547,62006.517365
171403.032838,2093.9573,56281.444261,6469231.632885,1614060.0,255976.615964,5116.0,176787.183034,1345.0,546156.404597,4799931.791443,1407300.935137,107119.914851,56327.708566
177265.554516,2246.457245,55101.024724,6478329.075939,1456817.0,255038.626388,5157.0,168353.815261,1479.0,548034.219004,4801426.035936,1445928.57259,109903.806604,62792.219374
173100.288473,2077.973667,55649.328798,6342500.709627,1616982.0,248168.888505,5096.0,165931.95785,1527.0,541679.992374,4741863.20184,1382142.901304,103337.637417,64263.01875
170428.503679,2105.679424,59607.554988,6776629.578501,1495696.0,256856.820289,5093.0,187843.958653,1372.0,574745.294484,4935898.752452,1504170.037409,118242.208526,65104.406791
169813.959326,2017.013059,54849.247729,6278674.818194,1617026.0,244551.609428,5068.0,174602.020616,1362.0,541916.410039,4703169.080534,1368805.852369,100785.113926,57002.565787
194455.903224,2115.545389,58965.951339,6748702.753927,1459527.0,253752.875309,5131.0,173945.858513,1368.0,746773.794347,4937212.544619,1478870.632088,119497.698535,60857.109859
176558.667742,2086.557596,59074.549628,6880626.231811,1462997.0,276768.232346,5166.0,178848.445369,1378.0,753089.134881,4977679.601424,1448086.192062,129783.477153,61650.59118
169653.264612,2422.54908,59501.622895,8271412.36956,1460986.0,254758.019599,5180.0,175165.304516,1361.0,758040.605269,5722473.211582,1380737.245328,120236.629599,58949.069182
176764.375948,1965.26544,58429.417594,6970211.466821,1465592.0,241807.079139,5116.0,172840.688144,1393.0,741938.357261,5063003.494454,1394488.685426,111975.202574,62989.594893
175303.977764,1988.444506,59807.277952,6403865.520789,1454845.0,240743.119347,5128.0,178643.271884,1400.0,752333.372258,4756929.115147,1362058.137669,113411.085092,60823.276062
170375.094827,2131.151777,59229.721911,6397158.30221,4692745.0,253663.073107,5079.0,181148.165379,1355.0,774387.30459,4745729.099224,1442403.368262,115601.847522,56612.826773
172874.157799,2694.542592,58889.921267,6392951.800688,1450411.0,236334.477251,5074.0,176521.578949,1345.0,789058.128653,4735833.419064,1424341.739087,119531.730533,61396.064531
171785.751852,2832.42421,60546.65503,7314105.380307,1460183.0,262102.488902,5132.0,179731.667649,1362.0,739863.881562,5209470.471101,1463056.345123,122337.015095,60085.421512
182839.732943,2605.010495,59956.789391,6593320.643677,1468156.0,252267.166474,5118.0,169937.791879,1403.0,704531.415021,4867401.033472,1396066.46523,103017.47183,60993.515811
168012.432937,2550.490172,56745.833173,6286208.750635,1462758.0,234157.389367,5124.0,165058.562796,1403.0,757383.596246,4714140.895531,1361680.067685,97122.152919,64480.342342
196068.435465,2702.956803,53446.972086,6507535.913503,1465285.0,258791.955069,5094.0,178537.471141,1345.0,745071.171822,4811458.691056,1435958.42842,105390.76552,54906.581419
179255.407048,2715.102146,52893.434273,6408222.655648,4820523.0,248040.436652,5117.0,174294.987009,1363.0,731233.115261,4767815.931429,1417931.719049,107669.088161,61360.196956
186277.206453,2568.198029,61628.793236,6238007.990073,1465598.0,249230.182107,5110.0,170721.614456,1346.0,752132.250443,4676418.343,1431455.275547,102985.367588,59150.790318
174365.204277,2174.809301,65249.572461,7034442.166511,1463920.0,236038.612161,5125.0,180003.734169,1346.0,729838.333463,5081931.01821,1433185.77842,106644.241026,57878.456545
164485.088963,2350.903965,59885.672988,6260941.635397,5126909.0,235329.725483,5192.0,190617.333765,1528.0,461285.858743,4667100.881405,1425360.117178,114471.507399,55136.857829
172780.011629,2115.651746,62171.702665,7741437.062179,1.1365028E7,268114.084288,5114.0,202234.932599,1335.0,477001.645366,5419833.929471,1584178.32523,133405.691663,58293.992339
164314.575978,2850.260248,57133.134082,6550211.846839,4790516.0,272137.194304,5125.0,192524.520442,1454.0,455766.344567,4805031.260974,1451489.495012,122572.230549,61951.764476
163986.142252,2796.959352,61500.289331,7042722.875235,2415394.0,261982.914024,5160.0,195366.567842,1348.0,472032.833153,5054909.445259,1456843.216653,126405.625705,57197.257013
1682.739882,456.106139,1051.122058,125423.624835,171756.0,5138.161726,5125.0,5719.834469,119.0,2367.909848,66947.653661,16937.466668,4778.002879,644.717426
1349.378362,363.90138,980.294184,121390.052267,169118.0,5077.616068,5049.0,5476.265698,119.0,2386.698916,64446.005133,13369.636702,4802.967067,1155.998663
1375.606827,422.013037,1129.128193,122869.855701,172761.0,4753.323967,5090.0,5801.722494,117.0,2357.202152,65577.045709,14400.681438,4510.197106,654.904346
1348.728232,457.435553,1227.952298,124070.083465,192512.0,4720.817497,5096.0,6030.410135,119.0,2354.362438,66360.640872,14251.471,4152.402094,762.595672
1486.78575,364.801088,975.523963,133531.175117,172083.0,4561.672694,5075.0,5982.245147,119.0,1937.826571,72936.800498,13371.722165,4253.746728,739.299503
1430.8075,347.979585,981.364178,111715.61927,191650.0,4767.441338,5143.0,6747.587792,118.0,2432.858772,56587.053349,15702.528409,5699.947266,804.375697
1427.174055,396.583101,1022.387788,131178.402071,169355.0,4398.359858,5055.0,5869.705967,119.0,2411.375784,72926.85367,13621.250164,3846.982742,658.098081
1404.558702,491.520459,1109.348306,137834.202797,191373.0,4333.955696,5099.0,5249.163268,118.0,2347.629037,77142.438327,15569.639474,4505.641465,691.517629
1472.957346,390.952049,1125.982718,124767.6071,171350.0,4770.876113,5107.0,5253.123574,118.0,1969.084704,68043.269141,16310.781089,5147.318716,668.406963
1315.279753,342.434436,1151.762881,104543.186007,192988.0,5152.945918,5234.0,5276.944802,131.0,2082.828706,55463.549949,14812.276883,4451.787206,655.123637
1074.838962,435.345295,1181.699348,134950.578592,176690.0,4856.024966,5098.0,4915.870372,118.0,2351.280631,74773.890111,14653.764628,5088.43269,672.287042
1082.68451,558.738654,1178.516042,123090.37916,193099.0,4997.667084,5165.0,5940.27691,117.0,1936.508089,67687.997379,14549.821226,4273.519416,786.780453
1097.421483,700.869207,1189.43517,149964.038615,170612.0,5003.781023,5085.0,5720.29951,135.0,2395.412703,81799.443298,12987.865501,4471.968963,714.608396
1295.258302,707.13312,1170.221412,125495.728304,172187.0,4966.628139,5063.0,5964.835169,119.0,1954.432039,69568.756278,14473.728788,4823.998087,677.849186
1440.578066,480.493323,1165.108804,115725.340543,170547.0,5160.612862,5074.0,5140.359115,123.0,2192.709854,63231.156745,13549.515348,4412.075432,647.683958
1300.074721,609.245208,1142.826665,124796.426873,172005.0,5331.840379,5149.0,9542.362424,129.0,2202.291431,62304.73527,16708.658566,4960.267547,632.151742
1309.752257,510.02915,1219.530491,124406.140031,171656.0,4954.332387,5175.0,11234.581729,138.0,2045.505017,60027.767733,14624.538988,4587.176886,590.43306
1271.11983,480.443011,1197.921232,146495.132676,1264009.0,4833.380052,5256.0,10312.32479,121.0,2037.210316,77091.397897,15916.577146,4517.605682,629.828121
1347.639922,389.001165,1195.247817,141683.998466,170237.0,5058.718175,5081.0,10035.369406,137.0,2027.746812,73882.343821,15255.724248,4193.661331,1026.798216
1234.08333,296.595073,1120.103688,119732.73322,171495.0,4170.400543,5070.0,11220.083773,117.0,2369.055263,57629.430235,13606.11477,4186.985969,1030.744333
1320.093197,536.025668,1172.88148,135184.57936,174942.0,4878.428787,5149.0,10112.269551,117.0,2403.930278,69006.536055,14659.477181,5175.481523,596.230287
1233.870067,550.836583,1166.89028,144226.190461,172239.0,5152.323619,5075.0,11895.651079,127.0,2352.301913,72243.616627,15109.97181,5633.732043,664.597178
1344.933947,582.160897,1205.199694,138724.254179,176220.0,4889.18017,5104.0,8395.219438,118.0,2041.128374,70008.41389,15147.730609,5995.335127,625.503428
1555.648017,615.859334,1137.996643,145769.764702,1295330.0,5483.212101,5073.0,11601.33831,117.0,2357.128131,70703.967033,13836.62661,6016.118385,1096.283869
1640.156708,342.47091,1138.51098,144981.019595,172441.0,5999.484681,5090.0,12284.465652,118.0,2341.992381,68967.644187,18053.756903,6210.622047,587.408067
1522.667561,434.775791,1136.596072,132019.294018,172367.0,5605.810205,5181.0,10399.360514,137.0,2395.569669,66005.574832,15804.491293,6132.929528,593.287311
1527.691491,411.265453,1146.599326,140945.627364,1374112.0,5711.074602,5095.0,10141.129194,119.0,1969.13887,69997.322707,14939.163456,6265.997839,728.529435
1383.838084,334.32567,1110.02463,141155.682611,3618500.0,4810.079598,5119.0,10830.665265,121.0,1952.875067,69114.761236,16689.002251,5940.806914,608.582877
1369.775391,378.489741,1183.446805,127899.839389,1224317.0,4870.313436,5124.0,11604.403801,140.0,2006.354019,60703.856461,14651.217001,5844.523643,1087.783757
1476.583054,377.411134,1132.223045,117396.524356,513150.0,4857.753724,5132.0,5233.550587,119.0,2002.77094,62247.632818,14272.621589,5384.278233,708.557174
2.3489345047774E7,48199.381852,1.3687445273609E7,1.74136848141882E8,2.2513591E7,4330731.576281,34480.0,4814856.485754,139438.0,9.7913206776046E7,7.7318812452993E7,2.8044234118765E7,4618854.494892,2.05403742E8
2.3540950160818E7,47481.789241,1.2659448890856E7,2.03088681625704E8,2.1993002E7,4422699.47082,34720.0,5017736.323204,138809.0,9.3531115316583E7,1.1615384736606E7,2.8693511559711E7,4374086.452249,2.25062303E8
2.2620177907491E7,51509.48581,1.340283358678E7,1.9042991566698E8,2.192389E7,4278861.782211,34523.0,4958069.591846,137024.0,9.2877786669536E7,8.6723522616348E7,2.8560598864901E7,4375345.273024,2.95977762E8
2.2714578574203E7,48609.069477,1.3080400742221E7,2.09007816197336E8,2.3202821E7,4209808.289825,34212.0,4994031.210294,137039.0,9.713057981857E7,9.6379945223613E7,2.9391654886088E7,4392152.348217,2.69913554E8
2.3224955205783E7,47817.000791,1.3271416805767E7,1.85272794652626E8,2.2088066E7,4237759.593811,35005.0,4972283.296831,138326.0,9.5815055754756E7,8.3103597479824E7,2.8810420305028E7,4802503.29468,2.84000305E8
2.3394877823183E7,50733.042356,1.2546920582123E7,2.62605697710826E8,2.4068403E7,4397304.352233,34887.0,4962273.593518,136717.0,9.41709610439E7,1.23918411384805E8,2.8685081066249E7,4528239.148386,3.06284578E8
2.3672036450644E7,49782.700488,1.3104433914435E7,2.59519499374689E8,2.1836166E7,4231679.530249,35183.0,4760630.23129,140860.0,8.8977677085356E7,1.1774046573103E7,2.8460038158944E7,4497125.191759,3.00617426E8
2.3075984218926E7,46603.737145,1.3342012819137E7,1.87354315082009E8,2.4024055E7,4517994.125876,34691.0,4871965.853307,140340.0,9.3602546230708E7,8.4662251069327E7,2.8681821394255E7,4485612.777926,2.17393671E8
2.3373581689396E7,46591.620184,1.2921364639324E7,1.84262880600831E8,2.2007623E7,4434161.587279,34672.0,4878746.808985,140374.0,9.3250391334844E7,8.3439846090131E7,2.8803403094206E7,4557435.733864,2.42869618E8
2.2970744094689E7,48854.468972,1.3289943420367E7,1.89914282480617E8,2.3869044E7,4508619.847794,34929.0,4811327.597308,142339.0,9.6931458536486E7,8.5704419804255E7,2.9185912326245E7,4563654.585766,2.41654835E8
2.3970097209179E7,47622.513307,1.3387737470315E7,1.86393617597386E8,2.1800735E7,4508269.891542,34791.0,5109887.021461,140839.0,9.5081346113397E7,8.3657315061276E7,2.858777166011E7,4579376.924348,2.87320147E8
2.3110895678639E7,51808.006782,1.0947445902912E7,2.11225952937637E8,2.1954313E7,4524596.643408,34670.0,5198680.748176,137306.0,9.1686308910899E7,9.6996239795803E7,2.9158556142386E7,4490270.518978,2.70307604E8
2.3024934842756E7,50429.130818,1.1283310312204E7,1.85426367457007E8,2.2161456E7,4460057.692747,34916.0,5116014.138549,137463.0,9.2321753243944E7,8.3149607464831E7,2.8553244702981E7,5037595.691028,2.05353815E8
2.365798973271E7,49814.342919,1.1372076595321E7,1.87474413885966E8,2.2242512E7,4359541.153594,35022.0,5216666.832558,137447.0,9.5140424038414E7,8.4218853310056E7,2.8921728761159E7,4978574.515267,2.78241864E8
2.2897845601614E7,48065.517873,1.1366622036627E7,2.63311877193784E8,2.2182508E7,3782770.97607,34793.0,5216237.288956,137321.0,9.3114346446328E7,1.23200833819961E8,2.9511982745655E7,4952628.884073,2.2184421E8
2.3491703789978E7,49103.2617,1.0730253293847E7,1.89924891567432E8,2.1963556E7,3769683.141857,34978.0,5172894.218928,139084.0,9.3060007177768E7,8.5566741772349E7,2.8783324392439E7,5058664.539355,2.42919222E8
2.3070977010913E7,47750.650678,1.1261837442909E7,2.54932677253112E8,2.1840927E7,4161641.148726,34861.0,5262121.304964,144483.0,9.2240043344418E7,1.18252603354523E8,2.8821365411431E7,5362498.711883,2.66490613E8
2.3955332069134E7,47507.526761,1.1112773062186E7,2.84746695855791E8,7.6730774E7,4133263.494418,35003.0,5174122.157644,146890.0,9.4024298880931E7,1.33469675948223E8,2.8565401658393E7,5309236.622443,2.74574814E8
2.3460837370383E7,46976.661833,7466039.61944,1.94544277885749E8,2.2490776E7,4110279.908848,34755.0,5175407.999525,137790.0,9.2484970403636E7,8.7201877224535E7,2.7895168000159E7,5025926.295442,2.50819991E8
2.2758523964303E7,47872.975404,8096178.977589,1.99552567670825E8,2.1963385E7,4174336.147599,35080.0,5223068.008397,137862.0,9.3192872806453E7,9.0062200981715E7,2.8500539395604E7,4951381.851308,2.74017958E8
2.4019201645718E7,48068.825056,1.2697363907317E7,1.96397531294029E8,2.2058452E7,4065551.9125,34506.0,4947476.542984,137564.0,9.3568392692573E7,8.8875439274268E7,2.8319163798393E7,4964504.585935,2.67636464E8
2.3168247952091E7,47013.980978,1.165252057736E7,2.61068578426493E8,2.1933365E7,4089569.784432,34797.0,5064733.105347,141249.0,9.2019055372421E7,1.22129646308554E8,2.8507874340029E7,4973445.184519,2.32010392E8
2.3619382144333E7,48008.077587,1.2723082762732E7,2.52660260390462E8,2.2206613E7,3842693.101516,34710.0,4876125.283506,141132.0,9.509228486917E7,1.17410130894416E8,2.7953584888558E7,4964638.251881,2.39472857E8
2.3753731615376E7,50854.340558,1.1495875657374E7,2.8573544458593E8,2.20272E7,3808726.833656,34668.0,4966051.818157,138707.0,9.1488300342783E7,1.34781774499834E8,2.8745837827123E7,4937566.918702,2.50165544E8
2.7094502566365E7,48001.805633,1.2768908667945E7,2.04719827094748E8,2.1975195E7,3836210.844554,34517.0,4948501.427798,138690.0,9.6837684194808E7,9.3396831164352E7,2.8727394451088E7,4906558.242771,3.2433851E8
2.7292222999093E7,51379.638793,1.2975922515289E7,1.99387249414681E8,2.1995783E7,3775756.820551,34605.0,4891170.955198,137603.0,9.1025045585672E7,9.0524095743243E7,2.817740710284E7,4944842.400047,3.38462629E8
2.7036328118164E7,50686.931933,1.2726595794871E7,2.04698657981521E8,1.05936295E8,3787017.027847,35425.0,4983721.456868,140994.0,9.4655257084986E7,9.3157394859156E7,2.7885691716925E7,5308896.141401,2.79948778E8
2.678947956209E7,51365.991125,9975908.449572,2.84265059339748E8,4.9432612E7,4195419.548164,34528.0,4956686.158253,141106.0,9.3645671969821E7,1.34762178058196E8,2.764416294454E7,4408136.404632,3.05686044E8
2.7095449183635E7,49546.30331,9682361.460482,2.03652592160089E8,1.09019699E8,4263531.809203,34886.0,4926203.060099,136943.0,9.3766703706143E7,9.3423080377258E7,2.8467742734751E7,4405591.03129,2.77283432E8
2.6186037363016E7,49207.960697,9633398.949363,1.95409648847773E8,5.311703E7,4131369.073482,35072.0,5002059.965935,137928.0,9.5734931313518E7,1.2707564439196E7,2.8200619848817E7,4505659.049268,2.50497197E8
4567711.547433,6653.397229,252879.507998,1.3040598419148E7,4693505.0,2.2970315061147E7,4015.0,1322530.076217,6552.0,1.5580976913002E7,6390330.756857,7.9673914311066E7,728836.328374,3495656.005181
4379734.705377,5638.275132,255437.800312,1.2470728230047E7,4725332.0,2.4457082887957E7,4003.0,1329343.625612,6539.0,1.4585363651098E7,6013712.419671,8.2654066821732E7,802784.688566,3384065.255192
4577294.118257,5658.657032,247728.004986,1.2632836466154E7,4745112.0,2.2918665147047E7,4018.0,1363216.764326,6528.0,1.5696165897178E7,6071310.540297,8.4801178741377E7,800828.879206,4841603.79241
4814938.758826,6095.00626,269742.818409,1.2773014734007E7,5351035.0,2.3750588063003E7,4016.0,1379140.131348,6499.0,1.589167992444E7,6136418.09215,8.0885544947676E7,815481.49562,4158865.620935
4553306.573647,6061.494085,256054.554822,1.3167462661067E7,4720319.0,2.4592147566576E7,4011.0,1374906.011507,6514.0,1.5248008788658E7,6325629.658742,8.5682647257129E7,831406.218942,5421097.764948
4598854.326963,5952.122936,254837.420383,1.4932703335304E7,5358932.0,2.4171407963104E7,4006.0,1330186.558536,6508.0,1.4956738214329E7,7316145.289114,8.1976753589737E7,820245.839907,4927587.427716
4457127.634744,6238.442879,289227.292114,1.2145160067624E7,4718222.0,2.5492247060167E7,4000.0,1315686.648346,6515.0,1.6120173783505E7,5823981.051832,8.3657417585515E7,827694.516657,4791255.826015
4715712.908687,5921.995237,219918.036837,1.2592824237943E7,5358000.0,2.5851664922232E7,4015.0,1267179.391271,6636.0,1.502383432609E7,6141076.055192,8.1980050442757E7,813420.707884,4555179.397503
4656662.006499,6055.67397,284134.494579,1.283544470085E7,4742206.0,2.3908985139104E7,3998.0,1241322.180445,6783.0,1.5578270711509E7,6265362.307328,8.4316363616424E7,834085.897573,3733520.96042
5054712.07933,6165.168837,269520.667988,1.4183297151763E7,5364168.0,2.5364705385695E7,4013.0,1351502.671753,7341.0,1.5175501731737E7,6685434.217728,8.3286797314821E7,1001124.053292,3828453.349641
4862016.555862,5812.141634,247228.64414,1.2199109728952E7,4776726.0,2.4372940805825E7,4007.0,1267670.626282,6509.0,1.499655182395E7,5749912.729514,8.2832085900311E7,996780.690893,5432060.166245
4899750.804868,5686.49915,241271.380564,1.5601303710625E7,5354511.0,2.6229202264487E7,4007.0,1282823.229546,6656.0,1.5472025639863E7,7446468.434746,8.2761519343918E7,1026862.644057,3930883.11834
4846612.403103,6563.194426,241326.583944,1.2898875319676E7,4724741.0,2.5676892092771E7,4016.0,1280810.768823,6537.0,1.5934557301081E7,6088591.710767,8.1800374415737E7,986080.491215,3504764.482477
4875182.17847,6407.914974,270268.454215,1.3065952388353E7,4720617.0,2.57571128875E7,4004.0,1272783.848766,6609.0,1.4736243630316E7,6184843.130269,8.3300109251978E7,974420.818373,4175482.039102
4923164.051064,5480.092761,218244.783434,1.3104066032642E7,4719041.0,2.5521336093056E7,4005.0,1291526.857045,6554.0,1.5549977976264E7,6191189.850824,8.4003910934357E7,983279.281611,7039571.226567
4750969.440341,6153.932779,264504.48428,1.2984641551572E7,4718683.0,2.7159456759106E7,4003.0,1289431.757549,7817.0,1.54813475203E7,6136970.063541,8.318797548575E7,992376.029465,4250175.402128
