folds:,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
ChlorineConcentration,8359783.240622,8575059.406473,8811805.418185,8601971.431814,1.0303752809487E7,9051826.426333,8622417.407133,1.0501629821623E7,1.0492231336663E7,1.037971329558E7,1.0570042593768E7,1.0524555600164E7,1.0333872449557E7,1.0459928657283E7,1.044736359796E7,1.0554972610088E7,1.044079854132E7,1.0438086007258E7,1.0422384564112E7,1.0660624188502E7,1.0370549146035E7,1.0422720401174E7,8737744.658606,8863728.057125,8923392.394277,8782833.189019,8822910.060039,8777496.058778,8838400.294488,8777937.659128
CinCECGTorso,3864964.486445,3805403.483313,3801279.31072,3790617.090844,3801855.027361,3808372.800753,3827257.549759,3925632.388459,3801883.510723,3802991.864842,3807938.464662,3854947.999192,3853979.438948,3863991.722632,3821530.787191,3845439.863797,3812376.651271,3905042.393039,3832711.731223,3806544.086149,3822886.939267,3802208.802598,3751742.959752,3751846.807496,3753063.743929,3804185.458901,3755691.339833,3763136.884833,3820542.810449,3753156.093684
Coffee,3669987.076504,3662573.501491,3681992.155403,3680254.856454,3675577.327066,3745623.639284,3736059.396353,3724141.567476,3715985.248892,3713681.970128,3731207.063769,3715817.692777,3671622.522428,3672654.492267,3672628.924501,3673598.700587,3683291.551289,3683169.771297,3678406.608741,3685886.175883,3685616.938555,3675064.434868,3678369.909627,3680360.169729,3673890.151087,3665090.526369,3676424.018078,3673180.050467,3673375.088906,3673182.942012
Computers,5692634.497784,5612803.777238,5645870.875936,5703539.732544,5701532.387287,5778351.124963,5702037.2128,6762284.052127,6730509.019057,6680632.59219,6672063.203795,6707104.670239,6952738.45315,6826668.15566,6859645.4272,6697744.870963,6760168.880956,6786049.710961,6759604.111981,6965951.962475,6732847.973962,6672702.054763,6555310.598379,6606186.099443,6635771.217474,6561342.661669,6622598.640359,6780470.378134,6723176.266381,6667305.455805
CricketX,8758256.002802,8826689.480926,8732332.530927,8847544.468753,8751408.405568,8781414.70317,8677533.952373,6722818.740409,6714415.615416,6816079.591351,8249576.028384,8329571.873238,8281667.168368,8360824.779809,7658058.89403,7709019.401259,7600443.830641,8318411.928905,8219373.986639,8335015.076909,8323278.550984,8204520.829486,8305781.806816,9235199.345647,9106133.687133,9034897.070564,9225858.193477,9148357.058148,9137894.775251,9090037.66002
CricketY,8673783.949098,8768847.480521,8731783.656462,8632923.318423,8711544.54691,8777379.87625,8768947.869736,7384660.833974,7363577.860888,7344498.892788,7348024.948433,7341167.585262,7327235.771239,7381080.878617,7175886.257051,8135363.016317,8225501.20498,8157636.768526,8208515.97173,8229283.010729,8198490.657476,8205277.052467,8196600.553423,8225498.629992,8166793.622381,8220528.972072,7012842.263666,7023569.587569,7030227.236253,6993357.896202
CricketZ,7459434.526543,8043780.711094,8078450.970911,7987305.487964,8114868.147221,8036178.691747,8070764.239018,8185514.944932,8117035.262376,7964486.080638,7591694.753705,7358953.185049,7565710.384671,8007412.121985,9076170.153267,8224574.95876,8793998.609519,7049754.799349,7083664.480461,7065384.360743,7082308.789946,7046851.941227,7727165.984556,7616049.704655,7021347.389977,7030430.987149,7241935.242325,7081131.08864,7194177.73291,7103462.769276
Crop,1.2337078438068E7,1.52325206887651E8,1.11178557111239E8,1.48754870366213E8,1.19158567247274E8,1.56402380724106E8,1.52952437232401E8,1.41435413938714E8,1.50774308650086E8,1.57467302676746E8,1.45774264282659E8,1.55936580107031E8,1.11447943598054E8,1.54971583759696E8,1.47876547092573E8,1.48062495028747E8,1.48058073694685E8,1.43807536116767E8,1.48831174790086E8,8.9271761780214E7,1.17446860748177E8,1.16758561678707E8,1.1971894542949E7,1.17429455324885E8,1.17688035378179E8,1.17936452531607E8,1.1857353540623E7,1.2653213327067E7,1.19346909016495E8,1.10432041703063E8
DiatomSizeReduction,169199.340089,162667.084367,240265.161311,170866.633571,168016.260903,162491.436445,167951.837716,164406.852731,150367.941403,128055.983349,196514.265418,161531.245242,153691.033211,168581.983804,164624.950813,160091.637366,132332.996552,123138.129136,144684.042071,233191.543858,144209.395886,149830.892319,157981.149146,158692.250745,224351.18052,152160.040733,164530.185072,159691.761312,150323.092907,151596.276734
DistalPhalanxOutlineAgeGroup,7510230.605221,7613469.35908,7700677.183013,7689047.709611,7761956.295533,7793446.218924,7539322.568258,7625167.230822,7435439.019073,7495214.742605,7828179.913034,7481635.045411,7584215.739093,7717823.114491,7687251.844963,7694405.992252,6389347.183368,7406047.004929,6314262.33826,6237943.680175,6540819.275839,6400897.821945,6315557.303245,6345398.811224,5923918.228128,6019175.639359,6064146.383837,5882435.601538,5971422.786335,6178255.041105
DistalPhalanxOutlineCorrect,9734805.525593,9002435.791899,8616960.115206,9392883.428586,9934975.863063,8534686.822131,8477956.47067,8422463.082314,9420544.802131,1.0191820874413E7,1.0132059044112E7,8516585.599527,8403322.887169,9086763.08297,9360872.530778,1.0382116707523E7,1.0643089398666E7,9612874.600492,1.0238091311373E7,1.0303353921787E7,9266140.906966,1.0334757223689E7,9967130.678977,1.0076338082279E7,9733918.764063,8306756.813463,8289252.62888,1.023573741585E7,1.0904408845342E7,1.0124788618989E7
DistalPhalanxTW,8162927.477705,6780801.669422,6700274.495365,6812770.700298,7027393.319112,8294311.776693,8166694.204454,8425242.917319,8122075.859558,8267865.07282,1.0516093806E7,1.0418148238153E7,8408135.366423,8414999.875102,8715829.391006,8236719.32385,7307843.325356,7287529.672289,7571700.743246,8526198.246793,7342791.695388,7262899.615482,7290550.503103,7252209.786727,7212052.063629,7331711.900497,8429673.135218,8532398.038171,8357940.965799,8409624.27039
Earthquakes,6266039.058477,6323377.332776,6335978.164276,6304001.019288,7686050.404143,6732225.122167,7464079.572377,6376190.407527,6336930.676522,6344406.700446,6147176.573351,5944810.494945,5978121.07269,5904553.37288,6012999.301656,6294475.720499,6212414.404888,6284972.916391,7601353.932871,6230350.624095,6307353.51484,6232241.034815,5879737.577589,5880942.78807,5901309.67227,5816014.820891,5833461.13826,5798235.275258,5856550.867345,5606612.917166
ECG200,437519.639414,388663.932166,564984.208307,484001.989741,522237.516255,516057.184775,477128.775279,554898.713153,417439.338662,419549.112898,402682.633403,398565.981311,415760.018032,444853.639665,462665.072572,429480.235914,413187.163861,369811.893881,588742.198709,429626.928559,561299.723594,490189.076621,487656.219876,493267.792091,467857.844138,465445.378972,469811.889081,403964.376577,429959.33899,417795.385838
ECG5000,4651785.669965,5018394.453241,4836249.875177,4862429.260807,4873026.183008,4830295.634639,4875175.684218,4799931.791443,4801426.035936,4741863.20184,4935898.752452,4703169.080534,4937212.544619,4977679.601424,5722473.211582,5063003.494454,4756929.115147,4745729.099224,4735833.419064,5209470.471101,4867401.033472,4714140.895531,4811458.691056,4767815.931429,4676418.343,5081931.01821,4667100.881405,5419833.929471,4805031.260974,5054909.445259
ECGFiveDays,66947.653661,64446.005133,65577.045709,66360.640872,72936.800498,56587.053349,72926.85367,77142.438327,68043.269141,55463.549949,74773.890111,67687.997379,81799.443298,69568.756278,63231.156745,62304.73527,60027.767733,77091.397897,73882.343821,57629.430235,69006.536055,72243.616627,70008.41389,70703.967033,68967.644187,66005.574832,69997.322707,69114.761236,60703.856461,62247.632818
ElectricDevices,7.7318812452993E7,1.1615384736606E7,8.6723522616348E7,9.6379945223613E7,8.3103597479824E7,1.23918411384805E8,1.1774046573103E7,8.4662251069327E7,8.3439846090131E7,8.5704419804255E7,8.3657315061276E7,9.6996239795803E7,8.3149607464831E7,8.4218853310056E7,1.23200833819961E8,8.5566741772349E7,1.18252603354523E8,1.33469675948223E8,8.7201877224535E7,9.0062200981715E7,8.8875439274268E7,1.22129646308554E8,1.17410130894416E8,1.34781774499834E8,9.3396831164352E7,9.0524095743243E7,9.3157394859156E7,1.34762178058196E8,9.3423080377258E7,1.2707564439196E7
EOGHorizontalSignal,6390330.756857,6013712.419671,6071310.540297,6136418.09215,6325629.658742,7316145.289114,5823981.051832,6141076.055192,6265362.307328,6685434.217728,5749912.729514,7446468.434746,6088591.710767,6184843.130269,6191189.850824,6136970.063541,6653791.772286,6119864.17426,5980492.521102,6542560.007329,6282577.456666,6305493.163136,6380026.018966,5798388.714042,6889427.15904,6575830.8333,6584582.272597,5983414.710152,6001352.318363,6017817.384444
EOGVerticalSignal,6250269.000251,6334098.187831,6264236.982464,6124528.557747,6381187.80682,6373529.886265,6423772.150733,6586781.709748,6572407.105949,6224568.12307,6154336.459094,6411597.454569,6055208.351301,6136057.024439,6114662.678726,6378380.93359,6316318.939252,6338076.013999,6033434.014586,6157638.049926,6447791.816508,6330866.885373,7168360.466836,6073517.182216,6847994.94752,6354275.2456,6884921.472331,6427035.452756,6823625.570882,6357465.992107
EthanolLevel,8054504.601925,8278779.090254,7436678.911936,7530184.345258,8024285.166297,8137821.844854,8202088.099367,8133828.699248,8488461.501316,8107924.226623,8090676.214084,8419859.219682,7609932.699454,8374635.562136,8843769.410304,8687678.601793,9250402.899099,8318052.4807,9185247.20383,8916487.261559,8260516.070972,8484064.840571,8928338.060531,9098628.313676,9151525.474801,8244093.078768,8860165.294172,8972010.84074,7517653.465573,7604314.88683
FaceAll,8348658.732644,8828496.893442,8755495.359448,8775317.359188,8519259.317509,8311088.882024,8417130.20757,8346692.339263,8680272.442683,8716310.9028,8710729.517632,8625046.261959,1.0255796850842E7,8893019.874273,8800275.164982,8873731.091048,8913861.238591,8701613.092927,8732097.603464,8715902.799514,8655177.479819,8539623.86168,8478473.859141,8439788.193668,8782622.582908,8723380.909819,8759395.154706,8843086.177356,8528419.98211,9468207.653025
FaceFour,3648885.898752,3653550.420016,3646641.229757,3651741.089705,3647984.806104,3654637.499219,3654864.932575,3654194.562054,3656323.716248,3660367.900422,3664160.458787,3661565.876613,3675298.100953,3676353.889762,3667802.638945,3655550.412087,3649429.826731,3659520.507032,3658945.571105,3664743.336829,3663098.326409,3655677.641814,3664061.681381,3661535.407266,3649676.582436,3653379.498341,3645957.243305,3651640.632791,3647893.322456,3648288.606696
FacesUCR,4946027.38205,5373699.15211,5378338.630711,5589714.836534,5093778.848507,5079023.808175,5321318.305632,5524474.246024,5141384.201805,5187140.101411,5522208.61999,5802862.573027,5837219.126287,5421554.030477,5553969.378017,5480784.70111,5754793.313585,5470675.21547,5362590.544794,5409609.097354,5453125.03697,5527813.048234,5450908.034156,5514525.354186,5226884.759098,5215209.088419,5191551.559367,5435004.113422,5384712.882911,5214636.035404
FiftyWords,7794017.456675,7849217.392678,7801679.802515,7925567.31269,7790139.798113,7849563.879515,7595235.706872,8011897.120711,7944377.189576,7855304.923843,7629726.65835,7712952.456954,7850565.568664,7830635.611349,7863251.149744,7576040.281176,7829845.600082,7428861.735027,7242728.507996,8173998.597764,8138014.83431,8452082.193109,8402115.993198,7886473.546233,8866726.794978,8312874.02209,8438487.280718,8753478.986812,8012286.420731,7428672.922382
Fish,4859592.834926,5307953.681899,4724637.399354,5141419.330065,5507464.745242,5166130.947492,5075258.578163,4976440.894614,5514660.076289,4655555.419863,4688860.669272,5184929.099048,5208954.708792,5115014.697421,5295200.752409,4818925.167783,4715613.519483,5069904.198498,4702298.669156,5427245.426567,5367623.812653,5119373.581395,5287984.542053,5287943.848072,5152329.924594,4766853.312945,4802719.281531,4702066.879528,4762753.044801,4777462.39285
FordA,3.1014801869243E7,3.9223335111714E7,3.095305196074E7,4.5635198631149E7,3.917353694705E7,2.9849916941376E7,4.8916702917433E7,4.5305410716466E7,4.002135168875E7,3.0666329854039E7,3.0514455647922E7,2.8857213815901E7,3.1868916237591E7,3.1166054434569E7,5.1266164018075E7,4.2679439989694E7,2.8314179518346E7,4.0789460761286E7,2.9678994060849E7,3.0849200032385E7,3.6767270050481E7,4.6223211436316E7,4.5480412772633E7,4.7252693645839E7,4.530159364419E7,4.8331405052042E7,5.1015374352732E7,4.8811565499417E7,3.1566000740615E7,4.9798696785364E7
FreezerRegularTrain,4938613.418475,4515148.020456,4466990.48689,4846962.701853,4870305.297946,4923732.109968,5397598.137258,4827006.047182,4538223.863457,4411163.244878,4745413.96871,4352595.088479,5327153.243031,5487315.746094,5246854.691579,5338503.540789,5059300.252846,5191146.942538,5100385.683928,5366182.658634,4876673.891606,5035937.502174,5447111.396516,5016479.848297,4466964.018331,4776259.619623,5036021.405294,5007248.103155,4882310.528971,4841087.895151
FreezerSmallTrain,3677734.201784,3679856.373024,3673426.350226,3670127.721074,3689547.767351,3672391.86623,3697785.397919,3705132.24044,3667413.245004,3668711.938349,3665256.764709,3667758.118657,3665766.473895,3698414.657151,3659713.290986,3669386.608621,3668311.331061,3677224.474127,3661511.783735,3673745.957459,3705411.53561,3679309.194066,3662971.814851,3656425.010412,3667563.816748,3682405.558093,3655230.657892,3688107.183766,3666219.115583,3662540.96332
GunPoint,446224.324155,397138.609659,411170.980024,403975.264709,363371.13749,364828.399458,471331.136045,405231.465825,407896.120021,483602.260776,366035.347997,520425.554825,378594.973005,436047.420696,446310.116956,501275.478599,444718.8138,483564.161592,469346.600138,490651.422452,464433.440263,481414.57666,495254.233115,370289.407465,518492.982331,390059.655202,458000.804863,426283.770087,390934.788811,386607.186173
GunPointAgeSpan,4481784.280273,4480471.853871,4470704.698096,4620305.663895,4758195.197167,4433079.900084,4466302.683544,4601300.43416,5309580.30779,4316501.350337,5510231.368933,4436768.624035,4457416.858019,4962535.461131,5490659.313466,4836336.800232,4797015.91767,5294491.162481,4388319.828715,4759303.575859,4405578.898809,4622091.099649,5145863.533319,4908785.778425,4742929.59244,4751466.971749,5095469.967737,5162184.049962,4880458.974879,4904093.69703
GunPointMaleVersusFemale,4469862.544014,4468349.183033,4854952.145559,4849238.015715,4658093.240829,5161838.302832,4988830.376671,4810297.523277,5009682.563977,5102693.766945,4436053.673382,5100417.786574,4966761.418184,5292640.675508,5154856.46516,6112911.999257,4661140.576751,5149231.473722,4707987.245871,5554773.326951,4675962.947659,4711256.59482,5297638.716853,4622101.996629,4808914.161348,4681954.434569,4977392.878286,4674678.265057,4646601.257924,4942803.373375
GunPointOldVersusYoung,5420677.575833,4704081.961238,4748929.113927,4878351.592096,4315890.289316,4492972.882859,4468559.999052,4480664.81363,4476960.993766,4485209.338914,4417342.850755,4388478.393339,4938482.782759,4692918.243384,4616585.598767,4467576.446732,4479769.110789,4331214.597964,4938558.964406,4452921.135433,4459122.378022,4585961.611581,4991708.53583,4925358.971803,4560682.318472,5285654.990211,4733257.241236,4515855.861859,4931972.109656,4529531.436091
Ham,4403360.370205,4432010.571336,4799727.143079,4597376.358718,4782760.00462,4558170.774051,4866480.233954,4799678.178613,4476676.406531,4585147.0472,4531894.511969,4580860.021394,4678728.04561,4570555.644894,4679918.743065,4687114.133393,4830961.507017,4470081.044728,4284181.587301,4451237.886532,4754927.278004,4251999.254478,4599376.88035,4287466.755836,4567188.659095,4879741.646882,4891414.118148,4590792.262574,4420144.156331,4670545.225763
Haptics,5129900.461592,4642082.357826,4638225.131215,4845311.562944,4952521.519191,4694284.514717,4897444.924308,4640124.307967,5336995.20641,4669670.082836,4853569.749242,4849366.122841,5187790.788989,5276732.443676,4701085.639103,5286035.322006,4553677.898303,4725528.281237,4659563.591796,4656468.310356,5121523.04379,4735164.35306,4774648.837727,5074770.128023,5362453.401183,5497150.095527,5314458.279157,4835734.912786,4957107.358798,4831395.46715
Herring,3925269.1102,3836858.963109,3935879.979751,3871403.557579,3922200.95617,3879126.202775,4045377.959531,4017595.715361,4064984.013365,4048954.1498,4062471.303809,3878084.314807,3935445.539487,3866685.181927,3880451.467906,3888246.215253,3923231.905031,3861181.996009,3886535.944846,3860396.406613,3940814.141894,3914537.412856,3905829.540735,3848703.67185,3909559.356788,3944839.462976,3995543.334998,3973758.706206,4085645.237518,3986496.081562
HouseTwenty,3784484.0474,3786895.449144,3809783.762564,3759626.769857,3797379.750107,3790897.631071,3783312.694917,3855702.095877,3776419.047716,3836230.502556,3776964.017557,3814292.998668,3761023.170485,3803532.225345,3787749.44358,3818290.877903,3815386.632091,3776129.047681,3777120.41307,3782663.586371,3783934.133834,3784727.36049,3805576.178282,3781658.220904,3762972.563134,3833027.396644,3797865.684151,3822267.583959,3759371.746441,3777036.129737
InlineSkate,4186196.416694,4248436.309733,4302676.567361,4364579.824802,4194223.175597,4264254.216071,4267710.015764,4327611.615699,4398806.80653,4385956.722213,4311252.599464,4304194.427911,4286419.166622,4359686.259394,4152097.951306,4286011.627419,4418530.58896,4392443.025209,4198742.986325,4161303.28664,4254481.132875,4451381.053153,4272114.696821,4217629.088047,4235797.557605,4305182.400907,4405034.950394,4350235.445198,4393537.988568,4465219.327587
InsectEPGRegularTrain,3859275.390705,3847166.974878,4127223.358708,3885049.708588,3838559.20682,3884284.084458,3945500.367629,3961882.133888,3938514.381512,3887423.281449,3947252.663837,3850719.394001,3954739.435675,3897338.204484,3864924.765145,3916032.862863,3880076.390194,3877200.02424,3867721.660664,3995996.541264,3896782.509283,3921009.923818,3902836.811242,3887503.310782,3960521.063361,3847974.228308,3900943.34815,3863460.514174,3921680.395459,3862345.687138
InsectEPGSmallTrain,3651305.211239,3659418.267264,3648930.05021,3686415.140763,3648110.008012,3685270.027265,3666390.476041,3718086.204632,3657479.008415,3665028.450958,3638126.440923,3680637.471824,3682952.289207,3687643.088141,3656428.083427,3653753.139204,3666339.867793,3709297.043988,3646911.439577,3634401.642799,3654586.954642,3682482.671456,3640621.062254,3661781.899318,3686536.529589,3651069.410573,3648196.832513,3678896.318924,3663637.620995,3668245.602052
InsectWingbeatSound,5190745.574705,5557231.056094,5358812.982701,4851049.082241,5241653.564025,5152626.900684,5031689.305245,5243745.278635,5357965.573499,5174661.022241,5386469.387942,5492622.482149,5230621.823414,5701936.463612,7004931.914758,5010515.632735,4871881.313928,4984490.459919,5445073.434482,5121311.070346,5617167.433947,5614969.040948,5350358.636254,4994947.254201,5484821.153566,4992928.018184,4938172.38584,5498086.346122,5389443.30501,5683403.294913
ItalyPowerDemand,46053.789335,54710.673289,50469.698772,57612.342224,59722.202601,58845.910337,57492.090581,120344.697018,53828.441116,63513.120605,62829.810619,46721.845611,52815.560181,57301.522975,55081.588934,62233.599897,52071.822141,75203.658615,66344.887357,56752.061336,51669.870941,47465.235436,53019.582487,68231.639627,55983.003347,88117.265556,74846.311333,63733.20157,56261.575809,65371.542632
LargeKitchenAppliances,7213241.362199,6949675.366678,6255769.528175,7049593.316918,6553933.17804,7614937.603036,7117887.873124,7199265.941168,7529549.289262,6544775.332579,7153915.651251,6588091.852097,7757917.827609,7287645.994431,7161663.481609,7168421.759187,7675941.535126,7087094.437493,7252169.686341,7100866.857998,7640344.360078,7222349.318891,1.0177012825628E7,7783874.392732,7397759.27834,7799203.996199,6822313.134729,7145375.313114,7183481.385899,6750065.242705
Lightning2,3883810.608199,3848193.087053,3900592.216941,3925701.202895,3806748.190096,3899398.258889,3858202.089257,3935947.830493,3831039.59306,4003284.763151,3959033.189073,3935263.904911,3911149.675768,3891194.625908,3960014.801308,3828943.775188,3931444.588519,3907285.583362,3945921.759781,3805888.148094,3894101.182759,3891268.913883,3904605.234139,3949144.855805,3870843.83384,3914546.376836,3962074.083645,3932267.324644,3999328.34117,3965149.16812
Lightning7,3971826.015842,3923542.518461,4021271.1096,3948343.388981,4098991.914311,4012465.990265,3957887.388836,3941978.021918,4037241.627478,3928204.806716,4084945.136581,3983572.179114,3871351.637817,4047090.995621,3935991.894106,3888384.805543,3938271.06341,3898212.706623,3955776.769202,4021332.568239,3918126.534691,3932538.064681,4035649.398388,3998563.112032,4053842.093132,3965273.79047,3915931.115966,3952668.370157,3923769.270465,3925909.324162
Mallat,3809102.659624,3927217.337335,3906450.585641,3786165.420646,3857627.836956,3912126.567801,3970657.920144,3922444.026313,3899194.409476,3824225.247179,3868166.21888,3829662.647769,4002485.1762,3931138.317361,3837865.709418,3884579.721505,3788713.233533,3831868.091319,3881684.343756,3879115.690839,3805762.671167,3910110.345877,3864951.119825,3764568.768671,3952313.19849,3875670.191838,3792474.803973,3793403.132369,3858054.68041,3951939.949982
Meat,3937998.361081,3921011.993827,3947265.350298,3884625.918056,3914676.353351,3933055.249897,4027596.260097,3890618.652033,3990119.337085,3913798.624644,3870656.230897,3986713.313281,4063420.059877,4076118.547427,3896330.639611,4089380.582476,4076120.390961,3893680.900278,3937176.615068,4165119.59436,4048471.335493,4019949.945606,4025265.951178,3930141.121618,3898769.591026,3934458.2687,3906526.813134,3934495.900003,4037758.490551,3874741.271743
MedicalImages,6947741.666882,6185017.910972,7087791.56977,7363501.53018,7527157.465422,7494860.264597,7443814.228853,7391582.971773,6574788.842743,7438185.034188,7175053.805264,7572220.501796,8062643.392013,7064598.229256,5729467.522761,5991289.351852,8028326.346642,7202719.320788,6927932.020206,6305651.664459,6804329.127525,7470448.183041,7352301.386898,6535887.855878,6723898.83556,5832924.021746,7014082.272334,7074601.816133,6714945.906401,6562469.273202
MiddlePhalanxOutlineAgeGroup,7677503.501571,8161720.359023,7486204.025159,6300202.198849,6306880.080559,7463863.729559,7393729.620291,6485296.175263,6500724.753586,6419260.125336,7095998.233305,8096969.920576,7279424.162657,7481954.786628,8435779.857518,6789697.979279,7268942.669281,7496746.932488,8493431.61015,7661047.22833,7285082.173122,7753082.6708,6959954.646136,7584977.135514,8407845.431817,8230360.428284,6680768.029529,7133363.617961,7317757.669127,8132499.439216
MiddlePhalanxOutlineCorrect,9346107.934462,9867448.575371,9799290.378207,1.011168946947E7,1.0282570995618E7,9652890.603598,9309377.699386,9276428.105859,1.0650030320015E7,9328783.358023,9476472.91595,1.0695942034838E7,9625009.897449,1.0226168537681E7,9282177.10419,1.1128127602147E7,1.1301432166593E7,9774178.664315,1.0279414722581E7,1.0871056723039E7,1.0311816187504E7,1.1060113590246E7,1.1115237250104E7,1.0352712077605E7,1.0975212783272E7,1.0044670913514E7,9938088.499503,1.0264601446851E7,1.0293026736872E7,1.009754223028E7
MiddlePhalanxTW,7657916.906376,7962182.402548,8469661.103838,8609958.70172,9119062.823646,8652112.520303,7834983.557194,8470025.933478,8548318.776167,8581738.758352,8343098.899884,8392558.225913,9375027.945578,8599250.546921,7646660.371504,8704293.589694,8088469.481351,9317902.232237,8984128.7083,8094698.671896,9422807.285499,9318433.868723,8788476.319445,8044940.072086,8277821.2785,8638291.309951,8775004.522059,8244809.329083,7952642.415145,8123074.790759
MixedShapesRegularTrain,8915286.782301,8657434.028373,8957784.648086,8999145.901866,8182028.72086,9622061.495201,6903342.761065,9294758.375941,7930442.097164,8541475.815462,8343517.466333,8530132.173119,8734037.015102,8585695.144217,7260128.402956,7559885.192152,8303528.528725,8275266.140751,8780590.415423,7496271.119733,8202915.072787,6763856.502861,8001176.601948,6588064.20869,6748460.365892,6553161.744005,6510354.684779,6531658.654402,6561641.381987,6529880.939077
MixedShapesSmallTrain,4186731.80992,4465474.679558,4059708.428557,4206342.313201,4062308.424212,4599768.43064,4441229.000167,4086673.618205,4138482.907938,4151838.296604,4057687.973384,4245866.44829,4533700.879072,4471108.790497,4122584.346542,4093203.34715,4348236.601362,4408521.097107,4550957.177216,4347869.052753,4061680.371835,4245818.959321,4171748.603901,4301520.742128,4406897.86378,4467799.192868,4143087.683383,4140170.997407,4599261.302236,4358124.58107
