TRAINTrainTimesBenchmarkedSTDDEVS,HIVE-COTE v1.0,TS-CHIEF,InceptionTime,ProximityForest,cBOSS,Catch22,ResNet,ROCKET,WEASEL,TSF,BOSS,RISE,S-BOSS,STC
CricketZ,1077197.9560619262,305889.2117404389,1548751.313792971,51117.22036100513,5383.53166689414,171.46732324305992,12.560840443365175,86.5601179700473,34.89509253729722,39.79100229111049,82.66044099884263,65.85552714859466,90.45646753596998,1049.6275591841002
Crop,3.658553382463957E7,3931146.982704359,1.9909207670947872E7,64290.302083077295,704166.691271741,1963.90931454223,265.46899725909077,1388.8370211311217,130.1077016885249,405.6558933600126,788.6874663963633,328.94070734192445,674.1365953136266,47565.80370563672
DiatomSizeReduction,27061.282891109357,1678.8244235439445,606314.0957101862,467.83537750002057,97.37954030215911,74.93573063063705,32.98038427802861,11.754187319429187,0.2758123996292313,0.8337882112628192,0.17598508401259022,1.6794958120078312,0.2745119598392923,40.320725634092234
DistalPhalanxOutlineAgeGroup,1399241.2354676137,16941.54806902074,1698545.847917905,1717.125015339101,1122.5521553575963,307.83001422287373,13.515635900434114,31.75980254144009,1.4166664200534473,8.35178885602612,1.6507599261214794,8.488042860271646,17.89638198636412,1053.8945968533187
DistalPhalanxOutlineCorrect,1517661.3670134768,22574.513248002746,2294081.0254327063,4796.127234510592,1879.2330430212112,320.33121821854786,20.033994098537363,40.84347751076558,0.9969741394385451,16.643370313175318,3.7186291845592505,23.316725620572978,33.81130612245562,1446.8520601830649
DistalPhalanxTW,1755958.2582948843,20097.924043772426,1774731.3052856876,2318.0968180184927,762.5225732108585,281.2402709301121,19.527758021169078,25.105203930018497,2.862059637405492,8.453598140048907,1.6915681957088196,9.809891487143569,21.183562669414897,1589.7492173390444
Earthquakes,984297.037795426,186908.82715743865,1635975.9793162902,64665.051294427794,7993.106005529816,387.37121086550695,7.189072166885629,128.62051462192645,22.026117817377106,22.120472336507927,139.04061089396342,33.37485797208923,494.82612896442237,849.1096999043785
ECG200,99179.40401281025,7024.16155448,880656.1361924747,1023.3116925131956,258.4562395480238,61.614934494845414,18.526774660213924,8.106758922645044,0.15367748331541403,2.5026716839840137,0.33681437989540275,2.0880029488618477,0.6795585869711249,79.84981286307
ECG5000,456777.236238562,53493.36842620157,2069102.337695424,13385.696436943725,2853.347711210104,278.60022504014603,36.14282014834844,52.96023231535669,5.122670204412107,16.195268510521768,11.982436743751313,16.438196554940284,136.3483861850382,761.5590052393774
ECGFiveDays,11323.801582957496,1202.630419395521,711322.6500298452,388.695301333621,68.757692168589,108.59797958895992,49.89470522205139,7.498965445887899,0.24634082021709852,0.7946308655530837,0.17866436850409373,2.4856223183980015,0.27763214036954803,11.264354013708864
ElectricDevices,3.575060679292502E7,437530.13878386887,2.3849429313215498E7,250620.91436072296,1603075.7522977786,1585.8091343538472,248.08940036751397,2387.7482060305892,3.366047802837661E7,615.5461513687137,2544.953549031046,456.1368434892307,3556.7806056566014,44781.42297862586
EOGHorizontalSignal,807750.5034079272,1552168.7224538699,1768324.974216258,1477657.8429313942,18172.952992989864,650.4873080502426,10.709110956156183,324.714780239131,1192.0481383597778,159.5200912391331,749.7116523597457,123.48292103133988,737.215895459624,936.3401891083296
EOGVerticalSignal,519227.0567346336,1806456.2435473213,1822494.4599248671,1239388.0038800193,16458.004965633398,385.3895464306167,7.3340647493137405,418.7013159210549,877.9187292373722,113.95175428268796,1428.7106847879743,132.11783642066848,754.253158813382,930.8795656272713
EthanolLevel,1078006.3646880514,2.3565128571792625E7,1878675.6622781164,2630357.6777694356,38062.335286520065,698.713885290235,2282.016969322503,749.1828928216072,134.88528106732528,161.6865330020912,1168.6527040046553,150.23438163267198,3354.1077235344583,1271.730386717783
FaceAll,674357.0219939505,55086.61086148497,2465234.990325805,27127.46830654426,19363.24904541246,256.33433093267195,947.1191067119545,75.54605050647211,27.13151426333016,28.889083379174977,15.060079039614328,32.12785001801645,111.95233165407532,1109.6819442495762
FaceFour,12948.310897496964,4242.466424847151,768328.4089359222,1922.4063664664209,85.9716332859741,102.3835791706012,345.8335590637679,18.503680901284255,2.4289274279477784,1.3157157561688928,0.3325054079780588,1.3173040067907023,0.46018981035503664,511.7607035870249
FacesUCR,398806.8273001682,20786.009615927804,1441873.3560420799,11194.217628607592,3184.943411834029,231.44993483839818,678.4023667885953,30.238914564233095,7.2592698692075786,12.746494272624716,1.6921516535354777,8.246753119805348,12.150258170497821,767.094813905575
FiftyWords,761169.7166470339,489170.8502979031,2339926.1718687345,185261.4452744527,4443.25789089678,266.83120804750064,642.0449952005458,93.33134644847385,124.52651596803206,190.80583948977102,54.68647514937055,91.74717738955299,182.23426426735588,1285.5688932665585
Fish,516184.3830857133,94101.47459645174,776615.2947087204,71479.12728939913,1076.1267591503274,305.2552750159825,302.2601167222026,117.29852376803777,29.754404860453064,19.291178314985086,6.481555357399251,18.935421090442777,120.31976389464465,674.5712656005857
FordA,1.5441187574576134E7,8884594.43138945,1.0562275116451489E7,5274596.959980122,830493.2673790056,1806.4942707497469,5135.513335878751,1702.6676247083237,6188.894022383725,231.72175457293224,11834.357341369296,373.5542844813031,1.9332812501327243E8,13467.011877148685
FreezerRegularTrain,618607.3290166346,30749.77681924492,825745.8036742001,27459.132315744948,860.0904288803097,123.98906883004766,1121.632976215185,30.294739879520602,10.629481217717057,6.139891961094767,4.961534200719278,9.293611374316617,32.04602051900732,798.4671366600493
FreezerSmallTrain,23713.95831204291,3318.5230112968798,535597.4658888497,4094.5644642498023,139.95377749555334,83.54917531023892,3345.627106654537,23.102694274881024,1.8823142537616466,1.776128722300677,0.26980683898347946,1.7134586616816028,0.5469949357204424,460.7216403912456
GunPoint,65782.20789873537,2241.2249956984097,568966.6323774847,1416.856469256479,678.2767597389233,140.26145490220114,256.7735461900009,10.222805247408207,0.19891884835645532,1.1099928855952017,0.21025376236521978,1.499632653538471,1.1779560388863517,95.34625986309021
GunPointAgeSpan,652247.8929453088,7189.231401806981,921200.7139540166,5108.729794428238,320.749984668599,136.63472654822675,262.57944391710504,16.579172642723805,1.7180245872218796,2.981205764711432,0.9567212447793138,2.9016916987874404,2.336492177944818,736.6398271395516
GunPointMaleVersusFemale,682021.8406551367,4859.318467950237,973343.4240847334,2946.988423443296,389.82790729021684,112.75827068885778,258.48147180091604,15.958314951521482,2.442708046250237,3.0230802308615776,1.019826882026047,3.2933975062369414,4.473723772412278,524.1672762487896
GunPointOldVersusYoung,522919.9337002171,2617.145269145465,1057965.9885322368,1993.1346333026,357.2070268624274,199.62289952747884,258.67240410155495,27.31310577591711,1.0405121346778352,3.152261111716747,0.969509399486655,3.9264154535919573,3.2704863867421787,679.3098559641747
Ham,336445.1449915139,68887.10755780389,841732.7068020111,36774.28063352695,6179.207719147388,217.81297993613242,234.02087783864027,60.1544850278474,3.4194591877392106,11.326435054726405,3.05211345799595,13.857021815228087,50.37611605908122,553.6599831373593
Haptics,528571.3221599831,385310.09666540613,1037608.1452603315,281099.6472053283,2179.834319873917,652.3092266645807,601.7243698250714,133.8012808556805,49.09364300758835,31.265669603754205,70.21243185411397,40.7780301384649,256.1978400823598,582.2169589186993
Herring,131683.5017223765,29070.58884678558,665193.807814749,18696.215928810147,408.7535243928225,97.4655135084034,219.7714303752775,35.079302605159754,5.414535571020707,4.479628088263567,2.2842738466357746,3.90812051591158,13.904871487708267,535.741829575099
HouseTwenty,37919.23319490237,427290.1843481736,696422.6727353962,168664.46768849203,729.8653069090681,141.51805537577553,390.19679679603354,86.42863643146465,45.87245844675545,16.242565658914543,13.464398427630709,7.1209359741800515,33.819272332737164,409.2117225726054
InlineSkate,163737.0062258913,814236.0727061412,893512.3256000909,442013.8640548569,2637.126857329774,209.54821226455465,1100.4382350661042,126.40075385341912,114.56650658669894,38.797958998989216,48.11779272086351,28.42639189367029,220.72910178313035,535.1969058632449
InsectEPGRegularTrain,95890.08055025975,17637.894778757865,704885.5913944637,11055.98895801842,454.81927010285125,145.90019006862926,357.83848054802536,29.82679887340381,21.620383281080237,4.044130778809834,2.79539042537557,6.9857884656785485,11.799110771595481,441.7472147601043
InsectEPGSmallTrain,22380.85749095819,4089.9847179015173,705380.5805179402,3197.7515801766685,137.65933212376456,61.53909430688983,1115.8395014980642,20.288862241005106,5.374756244760178,1.48434402917523,0.6402094628480144,2.9201326119402053,0.6775937773194242,270.64851174887895
InsectWingbeatSound,772579.0972073537,46342.868631017416,1013250.5606286745,46777.5217840039,1841.9074418248458,365.3416922820616,773.69112313829,47.768466971231234,37.23033378505652,25.70503729534231,4.549681871257671,18.086872328316222,52.69445424539837,800.9062356271478
ItalyPowerDemand,28100.85865475708,1247.1317135660101,845565.1222481098,50.43875238097981,92.35783031664434,152.27663357027913,31.716850737260387,5.8918412320299565,0.028769245664129955,0.6161605617872778,0.284991759552625,1.713909215528584,0.2603453700142834,16.465806870770976
LargeKitchenAppliances,1261518.6641303692,439759.07642943313,1855731.2833840223,321513.159597843,6852.230363965253,332.1297038674794,796.5788955160745,179.99585244263747,156.66435961089564,57.38919731384886,122.83865876856197,68.85813243535887,887.2934229674474,935.2764553903927
Lightning2,89027.71074544235,50637.839890609146,758284.0124656869,876863.7490226403,3208.5463848123077,280.3049535343484,210.49461182936585,16.16612749426774,15.380369114498455,4.817351009377701,3.236209887971216,4.695098522534125,13.605092811510962,400.10147819734897
Lightning7,99032.11429039361,17024.091564461523,984522.3729520313,11944.530067833311,389.39721585297417,182.69588600000048,196.69908460655697,18.39630772549303,3.01011524129382,7.59396447652578,0.9482559387286893,4.1197245824655075,4.554930574945274,412.2872958218176
Mallat,88537.98675169563,107667.02201920128,768553.038110852,89225.41145988018,887.5054984215647,218.39888742606172,2426.6810227565747,43.7125011709544,74.30059466322928,4.559613793084243,5.562549398544012,10.138231561594097,25.9387478953423,446.71127002664906
Meat,136118.00412587685,21953.901544227738,789777.667025019,5828.461604967784,391.66965955214636,176.51650295841765,194.96996821497189,25.604619734027256,13.075553320559795,3.858897460514488,1.521574824856937,2.736299800488733,10.753213500805236,576.8322505895993
MedicalImages,1099745.9238224332,22996.666948709146,2018382.7534516382,3945.037524523598,1860.6079649817245,370.61117873620856,526.1118756948244,45.76396213053517,10.896511537849653,20.385978073356405,2.010042963244408,21.316676418964537,17.991467753350534,1066.8558598659079
MiddlePhalanxOutlineAgeGroup,1242847.273137348,17201.291626636335,2314544.482131418,2226.4698424939875,5030.880967821137,346.66021352573944,414.7419305610625,51.05985894420684,1.4730628855959293,10.746932102752044,2.4023339225317106,9.92186128176182,13.463529625135882,1308.349112979231
MiddlePhalanxOutlineCorrect,1193711.4848141102,25302.241626238512,3224448.261214269,3099.2786283834275,2751.1103862772725,426.7250304079519,642.3938742354043,66.60493406181939,0.5995034019595697,15.124193604963256,3.7720043316947462,18.92907267389824,62.01261711363485,796.5602850785727
MiddlePhalanxTW,945624.3960170946,173585.10833154313,2153087.567245598,1735.1021716193088,1512.004833131894,248.95779088212763,420.75185031111846,29.034680016803367,4.173606284678159,13.214095187019812,2.035039634064926,13.10215606184044,26.084996098037777,1111.121510097714
MixedShapesRegularTrain,1849001.8299938668,994495.8969163791,2471647.697147236,1780631.6334124338,19871.234040945903,686.5858111703134,2770.9852360055843,492.67885602328596,244.59746232330198,60.799399243718746,1071.293941961344,90.76366645316372,815.7688521925056,1491.9014864106068
MixedShapesSmallTrain,339761.66870655183,1983672.9742460118,1049915.9905867572,111182.83354361345,1230.8506068412557,244.04948640246093,2102.347688525444,63.04390004856405,22.270088097644013,15.04982374830729,14.24754364129178,10.856420321875117,47.71447712058157,516.4781691545874
MoteStrain,8960.874072458608,878.864293646552,870501.0798918091,175.00240410816704,100.95202375062131,66.75926618368511,2026.565957872873,6.091731724419491,0.07817436402584552,0.5651241485143782,0.1322858542909187,1.7436922352711326,0.19214603593257998,7.257980106286143
OliveOil,27211.132153208167,16700.017848871183,837560.1039375019,6850.950079079612,227.3308205515076,134.89600105803783,192.28732093693398,26.8984681014904,2.354684815251604,2.675898841998591,0.6817445963424508,2.9934419782725645,4.098504094902443,565.1940420223092
OSULeaf,643001.9408665645,793317.7497100503,1629866.597354294,49308.896790211504,2134.747326391752,330.59056006346185,333.4435949819442,74.77475755772191,29.042479828513752,21.68670446457131,23.43709357833282,22.73923181978815,83.18828003308766,528.2373733059529
PhalangesOutlinesCorrect,6073701.618846272,1089987.5216189376,7099637.592622443,24497.86470220177,64008.84553523682,1817.44826308209,1891.8675894105459,183.11488762240364,4.252423950891391,61.063897921100086,82.99816883042462,70.84288430167257,162.120350170539,3881.4444560326356
Phoneme,848196.0669021428,1798728.3391415563,1173308.6847789837,746598.6192624501,27000.756958349273,878.2497465284642,1797.227342196927,98.39257518011564,6534.270350378386,308.74978239699436,108.41112152914503,77.85509383872143,471.49895294472964,633.834526878333
PigAirwayPressure,501702.86208314943,3667739.0974619966,797320.837580131,1592319.8465803226,2212.5901525596782,203.5847458539186,9.991318070285283,122.69438717267452,80.44696496802251,302.16575108169275,52.4148236255592,121.92698041723293,222.34642003496404,778.5853233265229
PigArtPressure,236459.80640791578,4020265.4031502525,822849.0449408388,1380041.8980174128,2273.4126383180005,311.17235448910077,10.23494127919187,198.6401934070283,175.092597488633,158.02730849100027,34.223082053615215,108.96850379212411,192.18696846822272,759.2226693402856
PigCVP,250651.19955566645,3177463.5768366205,905807.4015695705,1797812.3770920257,2315.033481556534,292.51417930298754,7.040196575102996,170.36794528786567,153.26592996363465,171.09155781816042,80.57242917797389,104.55521154109002,224.2349523933577,760.2764854888949
Plane,301291.3209156192,51474.17574959907,995465.6037512029,1402.2821025177911,403.87156297137653,178.01732717873438,4.476759912073108,18.870429339267186,4.978043733576205,3.298616789741252,0.4208096658224169,3.030268592427889,1.610707071977363,692.381988544562
PowerCons,422373.56815086945,13924.99395329318,1210787.137895085,4089.1405413366,870.4742341398666,311.1474343885783,6.49712580131868,15.735931501817271,0.7722974943828532,2.5292763931814495,1.424609363509575,3.5907395149744743,9.607810084397583,800.9911494890556
ProximalPhalanxOutlineAgeGroup,1586212.8288635507,108326.95511665508,2025157.6774732224,2496.0922643011922,1121.0734774670202,506.4985856022439,14.055759240115494,46.21444268455131,2.4592632134577044,10.75106936748006,2.335318654397509,12.732683852539207,19.83647768155075,1400.1022743921073
ProximalPhalanxOutlineCorrect,2022938.1325760174,22055.241686086996,2004630.8887022317,3086.2905778216036,1168.3016490888726,166.56302086632655,17.566981828837662,73.52613891296262,1.858943845417424,13.976172852173018,2.323448142158815,15.968088826175618,57.205849401470076,1819.9244812126126
ProximalPhalanxTW,1222982.5672556285,101231.23054625341,1367744.1267884162,2014.15284218235,1257.1238192635446,152.59581551610555,15.237167202856833,47.53342441673658,5.059617971789631,10.390678540263856,1.884234593535931,10.002711618346096,18.136205355913372,631.3821640924415
RefrigerationDevices,1763539.995366889,600965.7088911184,1336475.603378779,276782.71724873834,13032.834779576015,246.5871269936557,12.625871996743864,155.3821725302806,215.73336987691007,47.032288381488996,299.87655361291786,58.47147434082441,494.98194212446367,1613.2350547151214
Rock,101718.70796915054,190621.03477797046,544279.7524192318,113372.6513815403,3914.1365275912735,271.29949459810285,6.398724729265946,56.01338099574701,37.891249102176644,11.276117546764722,8.91904519934051,7.771062165479781,23.628289478779756,263.44195611227826
ScreenType,1563065.2992265339,3711317.32252917,1402480.5209248925,134664.26969706378,14710.88741658456,263.9968226290604,12.164060498702396,120.10694468231026,506.3076071343433,33.46146313566778,287.9757213591394,49.382970522456255,553.6069027596967,1488.179318669212
SemgHandGenderCh2,775340.2559625866,1631331.6290977406,1331613.2513512503,758550.262147146,13368.36557407732,714.5460006670944,21.05755659270972,228.94851100117504,45.13690323747146,284.7367077233034,364.04565100038366,81.51564141504498,1368.329694745938,1303.6807305729499
SemgHandMovementCh2,1136817.1833101423,2.079026129578217E7,1927269.6755675448,1650110.3368149865,168859.1778966635,1067.2334014975927,26.685826450258823,693.4462529620637,82.01609336174876,315.6828079736377,897.9584206512525,109.09816981068414,2245.3630736644386,850.8265096309606
SemgHandSubjectCh2,776786.7194313498,1.4494454556041118E7,1959814.2048629588,1579807.648052879,101594.46626578683,1120.2497976570996,25.044787467861347,623.347674246488,56.74584144828342,139.38633354427233,888.0427194803898,112.34860580304249,1863.2133182621697,790.7602352560294
ShapeletSim,33939.44293737739,55858.8284110487,625477.8293377231,4624.275119352987,171.45791823966633,61.92393103642305,14.182553634173459,10.559356040971437,0.5660509385441334,1.5205977501689572,0.47247281705407795,1.8531319020740924,1.0330470050021365,325.11141681417837
ShapesAll,2285419.843038291,2.6208826209660336E7,2351552.6227067253,761354.3496994254,27732.061294887066,456.2081135558548,15.683507700546564,216.76730465597456,796.34198720999,383.8117544773488,206.67002009910476,256.31441555880593,647.3546780460564,1963.8982531139918
SmallKitchenAppliances,1714372.8106772092,3452158.158395831,1332453.2541312035,122968.78431483149,33838.04191143676,474.93259158210253,11.43944577067569,142.9290033548125,905.573934830966,34.568335885679886,191.62570046891003,49.23642505584193,317.6450178769538,1433.0081571222372
SmoothSubspace,88726.06953824706,771.108204577078,901841.3536452356,34.38653524949535,125.18684090172398,115.77395428615233,4.663874369870079,9.409948269612409,0.009876403215815812,1.2746006771570337,0.04853574898389306,1.004489126716281,0.2095576677982935,50.72341509227795
SonyAIBORobotSurface1,11218.555205411021,814.8340293431794,580168.0612660012,190.0933234858729,131.14463015065584,42.86462937235742,42.22495857235127,9.631664732393949,0.011292527672158225,0.7208718406357733,0.32751222902943583,2.2602655743315254,0.09296141310690262,4.813879101309448
SonyAIBORobotSurface2,13712.155406734424,651.8233443694077,593445.3210713678,182.51944268944794,80.63362981154039,57.137330989076645,48.09812766685904,4.616935342196486,0.0640174140436168,0.637034774590237,0.27226823985535914,1.4510085994694135,0.067848616030345,9.354162076689606
StarLightCurves,3133057.246626049,5576422.868870913,3284977.225978924,651945.4794972943,210364.557983268,1129.5019452505062,8358.730829594238,1157.1078238833031,803.8271953379062,88.36035536787622,1478.305520357566,153.53292415965439,3652.490451736792,2821.0648198519734
Strawberry,1649307.7700403254,124862.79786179209,2158295.266888977,26607.21865900856,8756.42965292029,163.0452994596969,708.3866898092103,110.3460023285169,5246.666191732639,24.836974667852726,64.05596891162281,27.92375894775225,219.38243895365798,1818.4322875869366
SwedishLeaf,2162721.1128085265,69888.65208070286,1846926.6034902404,21931.744932289697,3416.1991106454366,162.0702779686902,13.933173842787344,51.7836902384587,14.970505153351198,31.39376329136981,8.789514589136509,28.554944515577244,76.68037497009995,1772.4196378407646
Symbols,35627.507717883265,6917.6189349046535,622886.3714735248,2378.6472265951375,146.48290113397823,52.0434486977135,68.26890711122392,14.323198769426673,7.801191156005417,2.3059430845193503,0.3606527915225265,1.973672098009663,0.43284520196633713,253.31514614219628
SyntheticControl,1135284.8459286164,6472.474780124198,1392144.1168829217,1182.2325119727132,522.1266243485472,63.896326641951354,11.678844219307432,25.682947515880034,1.2337388710899138,2.549633088607191,0.64042121575616,8.759719673255272,1.7684235799289638,749.5760518234194
ToeSegmentation1,46732.921265140554,8402.334428389782,656472.1132705058,2719.12548939092,182.03359089404037,70.18280010230491,10.834173265405514,11.714810353104115,2.5691575805378046,2.0589342954818255,0.3248567641180732,2.328474473657025,0.7561262123762652,315.4275957617459
ToeSegmentation2,55141.656471736125,10642.401738929326,669145.056258431,4055.2993971895294,148.92451980294982,65.40253251102031,11.003708883617483,8.993995442682218,3.838018313631435,2.1131566690221795,0.31917098740228733,3.2986001177291637,1.0736247005393402,552.7145300514144
Trace,387646.0137464447,8449.836415788825,874296.3012980486,2993.549986478847,392.72812140849874,177.56094046824535,6.51867344237122,36.04054230523137,2.806054281559346,2.1243154914134936,1.0473001848502514,8.011452824651398,6.913132003808132,370.76567325532295
TwoLeadECG,15780.016106005554,693.7198865644685,707118.8988352536,174.85343933923664,69.88097223422757,78.2023579597394,80.9443969790303,5.5256975426938935,0.01799570104761668,0.5028874792000263,0.3188776744979787,1.3653327965483333,0.2594952512468945,8.73083200105004
TwoPatterns,3689427.3462016513,75635.1961896205,3828808.470942703,16262.435991287952,17165.50601564727,164.63767651215025,42.85935298077929,51.74416508834262,8.583756115622363,34.99903361124791,97.35585002269478,65.76229239229355,117.489085954041,3180.9786498746944
UMD,42962.08299801425,2769.6374402928454,737919.2406048581,676.9056716153609,90.75454376542865,172.6698389294651,12.122032756964467,8.027324027001947,0.739461414377904,1.9572587377908068,0.1943482421711616,1.377430263750898,0.3979987950981693,33.81390182159474
UWaveGestureLibraryAll,3389265.739869444,1.0011806037570508E7,2955929.8718113145,674340.663193161,105076.25927942534,628.3593017238344,54.89798271108992,696.7781858166092,915.4802259324091,57.01464460143269,1582.8084643493721,449.4974855952346,3437.3083050179753,2587.7758033704376
UWaveGestureLibraryX,2799762.2412241115,518154.8567684409,3450220.8481464577,116386.58809829222,63110.42961329857,275.99082803259915,35.17119053541067,278.82380420814764,499.7173115213592,62.84417519165652,201.77966064908978,93.37304385570431,963.5190797452127,2085.404070516449
UWaveGestureLibraryY,2540892.2535934616,335692.14102015144,3448322.87144914,109188.02135880126,65648.23756719985,249.68296750625356,24.758697531337866,240.2966102955683,5746.256210226046,52.99010824791502,341.294264787983,99.84684914178581,671.3863175072862,2736.1518603308596
UWaveGestureLibraryZ,3511980.8136441885,419376.20190704556,3612487.049004856,94531.68775694707,42809.46642402147,313.92530154380006,26.68429733266235,249.22455599387638,1802.2608175320345,58.09403791048059,164.620684395069,97.96871952461973,471.09794531388536,2705.8159437412814
Wafer,3371231.5430052327,107125.23407470412,4220911.00267767,21238.583749419875,44550.383967059155,155.02077564552013,52.43084114763253,128.9494643952277,8.40062815356779,15.250883024998215,49.4647082058679,29.170464946957196,294.16624080906763,3182.36305802525
Wine,127890.16609487993,7446.814193816707,757066.082874676,3123.603967229668,222.4526283057583,106.52531055953168,6.993017864311139,10.78872335932931,1.501372804439757,2.746424206031008,0.3852290932269726,2.3284233215406682,1.6466789917191749,375.9121681475952
WordSynonyms,505910.04793390975,155309.62080163154,1723750.4549525941,46018.8457046601,1850.0379989848275,234.13491647293074,6.767824486189196,48.209266052630724,24.999026527674204,78.71929499269214,15.65877181897342,32.844501506123386,53.56038338571714,602.3050093207831
Worms,508912.1699147971,352558.63383010495,1294669.1828574,178125.33272143005,16389.642100677007,412.96413766206064,6.310819026212777,115.05101816850295,135.481920002039,22.047597738980468,72.09835397863682,29.266255386873148,201.15695815262703,522.8235115778189
WormsTwoClass,512108.3067036525,286267.57150601264,1336421.0400237693,101414.15536050352,4292.686279010386,312.7556857225326,7.902349425125522,57.347539004608194,51.65428773030557,25.792513498778817,89.20088911416327,25.691744758582228,212.76490392979917,603.6875485473957
Yoga,1620414.9526735567,114639.10020188574,1856245.0855043142,42138.317531332934,4248.237299317409,184.02878785474385,20.712731383844826,102.07391957533159,13.807852085919608,20.594809009680933,51.23719176933415,24.868842800499714,204.90328678449774,1393.5846293064292
