HIVE-COTE v1.0,TS-CHIEF,ROCKET,InceptionTime,BOSS,S-BOSS,cBOSS,STC,ResNet,WEASEL,ProximityForest,RISE,TSF,Catch22
0.9759458976568218,0.9632980228210619,0.9639835866812753,0.9785876036311699,0.9571550702325263,0.9596566727702921,0.9562767343480527,0.9894735791417761,0.9810052368478914,0.9677086104082424,0.9476890854420097,0.9523525511571054,0.8841893704931029,0.9753261785252489
0.9954683951876988,0.9964562428384157,0.999890350877193,0.9998899889988999,0.994411023010754,0.9946745731591202,0.9944896377482595,0.9939156269028747,0.9936312390425177,0.9953574316361722,0.9934744576087212,0.9961459570954976,0.9968629509968011,0.9904552514995373
0.955191985196164,0.9586703526684349,0.9317514010759685,0.966843296937274,0.9649523653229077,0.9624802847920546,0.9531993957202161,0.8768579018737774,0.9313281750367515,0.9446094665874267,0.9659441782339182,0.9438131592471397,0.924975380153414,0.8852608585843146
0.8955772207294956,0.8592756101540933,0.9126933247699839,0.9004855536047488,0.8735483874570563,0.8521058586871619,0.8300872688256591,0.8928690883121156,0.8794029247276656,0.8875791104644245,0.8252117425917735,0.9020038014512368,0.8714231366216827,0.8079293555028849
0.9833333333333332,0.9799999999999999,0.9299999999999998,0.9633333333333333,1.0,1.0,0.9966666666666666,0.9599999999999999,0.9333333333333331,0.8933333333333331,0.913333333333333,0.9500000000000001,0.88,0.9066666666666665
0.9066666666666666,0.9400000000000001,0.8566666666666667,0.92,0.9966666666666666,0.9933333333333333,0.9900000000000001,0.8400000000000001,0.9166666666666665,0.7866666666666667,0.9233333333333333,0.8566666666666667,0.7933333333333332,0.813333333333333
0.9992969992969993,1.0,1.0,1.0,1.0,0.998498400144667,0.9972015100758113,0.9786882974958686,0.9986666666666667,0.9938543756367022,1.0,0.9103123646241235,0.994738725067077,0.9373572454011457
0.8995284793665925,0.9011823757152158,0.9310445497217005,0.9198687771953268,0.9237334492006094,0.927044950940031,0.8994014302756209,0.882812213952038,0.936008666431832,0.8597129793151996,0.8684616648370065,0.8396744262497149,0.8353899898261595,0.8135088857821232
0.9993863781934571,0.9992157644358868,0.9975740584755576,0.9952542909600113,0.9999441652707984,0.9999441652707984,0.9998324958123952,0.9946997023684488,0.9905013101890124,0.9825765472250011,0.9970399008293583,0.9881099950911064,0.985314548799583,0.9927274181950521
0.954350736278447,0.9558666666666669,0.9570281124497995,0.9591700133868808,0.841499330655957,0.843239625167336,0.9396000000000001,0.9567603748326639,0.9659999999999999,0.950736278447122,0.9462666666666666,0.8832663989290493,0.9495314591700134,0.9322666666666668
0.5390876155120109,0.4220247167044549,0.7100119283695868,0.8395443958181599,0.6117502189609816,0.6116780483156707,0.5680094247181835,0.5144195627798352,0.8274092339427555,0.5748815317333448,0.5645245464059891,0.5491190998226095,0.5383262190862885,0.26879228437082064
0.9952489558113881,0.9805411813486741,0.9617737931822584,0.972148442969703,0.9715542975681111,0.9702513518470665,0.9325311009398006,0.9957985309955323,0.9301453788572628,0.9975244833598701,0.9523515910926361,0.9982085984552693,0.9715787970933779,0.9368004911907092
0.9888888888888889,0.9933333333333334,1.0,0.9977777777777778,0.9866666666666667,0.9844444444444445,0.9911111111111112,0.9933333333333334,0.9933333333333334,0.9822222222222223,0.9911111111111112,0.9800000000000001,0.9866666666666667,0.9644444444444445
0.8349333333333335,0.8080000000000002,0.8189333333333335,0.863466666666667,0.8082666666666668,0.7765333333333333,0.8114666666666668,0.828266666666667,0.8736000000000003,0.7541333333333337,0.6978666666666666,0.8072000000000001,0.6410666666666667,0.7914666666666669
0.9622106478378517,0.959238634610836,0.9909374022879514,0.9866279651926704,0.9564595003629904,0.956153975538088,0.9505634176955493,0.9589467922746046,0.9673697839406865,0.9605442675295245,0.9573288153171247,0.9562954049793775,0.9407305971107126,0.947061869187738
