TS-CHIEF,HIVE-COTE v1.0,ROCKET,InceptionTime,STC,ResNet,ProximityForest,WEASEL,S-BOSS,cBOSS,BOSS,RISE,TSF,Catch22
0.807,0.8499999999999999,0.807,0.8266666666666664,0.8383333333333334,0.8239999999999998,0.6383333333333333,0.818,0.815,0.7573333333333332,0.7683333333333333,0.7599999999999999,0.6349999999999999,0.7776666666666668
0.7797101449275362,0.7962489343563514,0.7719522591645354,0.8220801364023871,0.7931798806479112,0.8154305200341007,0.7221653878942881,0.7988064791133845,0.7427109974424553,0.7462915601023019,0.7490196078431374,0.7579710144927534,0.7119352088661551,0.6846547314578005
0.8811428571428573,0.876,0.8590476190476191,0.8803809523809524,0.8066666666666665,0.8586666666666665,0.8836190476190476,0.8483809523809523,0.8878095238095237,0.8779047619047622,0.8687619047619048,0.8281904761904763,0.7967619047619047,0.7502857142857144
0.6322222222222222,0.7355555555555556,0.76,0.6822222222222223,0.7355555555555554,0.6766666666666665,0.5944444444444444,0.74,0.6555555555555553,0.571111111111111,0.6122222222222221,0.7422222222222221,0.6888888888888888,0.4733333333333334
0.9583333333333331,0.963333333333333,0.8850000000000002,0.8933333333333332,0.933333333333333,0.8533333333333333,0.86,0.8866666666666665,0.9366666666666666,0.9749999999999998,0.9433333333333332,0.8716666666666666,0.8333333333333335,0.8400000000000002
0.9633333333333332,0.9399999999999998,0.8816666666666665,0.9516666666666665,0.8699999999999999,0.945,0.903333333333333,0.8649999999999998,0.9683333333333333,0.9766666666666666,0.9833333333333332,0.8683333333333334,0.8150000000000001,0.8933333333333331
0.9964444444444444,0.9822222222222223,0.9973333333333332,0.9964444444444445,0.9297777777777777,0.9991111111111111,0.999111111111111,0.947777777777778,0.8651111111111109,0.7846666666666665,0.8657777777777778,0.7860000000000001,0.9624444444444447,0.9048888888888889
0.8788888888888889,0.868888888888889,0.9116666666666666,0.9011111111111112,0.8583333333333335,0.9083333333333337,0.8055555555555558,0.8344444444444445,0.8594444444444441,0.8433333333333334,0.8483333333333333,0.7533333333333335,0.7661111111111112,0.746111111111111
0.9984444444444445,0.9982592592592592,0.9959259259259258,0.996111111111111,0.9852962962962962,0.988222222222222,0.9936296296296295,0.9797777777777775,0.999074074074074,0.9983703703703702,0.9989259259259258,0.9490370370370369,0.971851851851852,0.9536666666666666
0.9618357487922703,0.962779397473275,0.9668610301263364,0.9648202137998056,0.9629737609329445,0.970144927536232,0.9480193236714973,0.9573372206025267,0.8791059280855199,0.9476328502415456,0.8770651117589893,0.8885325558794948,0.952964042759961,0.9344927536231883
0.660842013888889,0.7339496527777777,0.796137152777778,0.8636111111111112,0.7352256944444444,0.8410069444444447,0.6311371527777777,0.7548611111111111,0.6591145833333333,0.6649565972222221,0.6582465277777778,0.7647569444444445,0.7230642361111111,0.597951388888889
0.9534299516908213,0.9937439613526572,0.8641304347826085,0.8321256038647342,0.9777777777777781,0.7678743961352658,0.9376570048309177,0.9849758454106284,0.9426328502415461,0.8291545893719807,0.9147584541062803,0.9474396135265699,0.9581884057971014,0.8029951690821258
0.9904761904761905,0.992857142857143,1.0,0.9988095238095238,0.9892857142857142,0.9964285714285716,0.9916666666666667,0.9892857142857144,0.9809523809523809,0.9904761904761905,0.9857142857142857,0.9845238095238096,0.986904761904762,0.9797619047619047
0.7538666666666668,0.8110666666666666,0.8429333333333332,0.8658666666666668,0.7990666666666668,0.8603999999999998,0.7142666666666666,0.7785333333333334,0.8200000000000001,0.7788,0.8005333333333334,0.7789333333333334,0.6487999999999999,0.7802666666666667
0.8304273504273503,0.8161538461538461,0.8389743589743592,0.8533333333333332,0.7920512820512821,0.8081196581196581,0.8004273504273505,0.7757264957264958,0.7841025641025643,0.7642735042735044,0.7623931623931626,0.706239316239316,0.6927350427350425,0.6088888888888887
0.817008547008547,0.80982905982906,0.8450427350427352,0.8598290598290598,0.777948717948718,0.8101709401709403,0.79982905982906,0.7795726495726496,0.7713675213675213,0.7512820512820512,0.7504273504273503,0.709145299145299,0.6858974358974357,0.5905128205128204
0.8382051282051282,0.8339316239316241,0.8532478632478632,0.8609401709401711,0.8071794871794874,0.8132478632478634,0.802820512820513,0.7899145299145298,0.786752136752137,0.7724786324786326,0.7693162393162394,0.7216239316239313,0.7058974358974358,0.628205128205128
0.7621011904761905,0.7681626984126982,0.7516845238095239,0.7932559523809525,0.7367003968253969,0.7638015873015876,0.7531091269841271,0.7238253968253967,0.7077857142857144,0.700888888888889,0.6856884920634921,0.7300000000000001,0.745593253968254,0.653140873015873
0.9458605664488015,0.9142701525054464,0.9579520697167753,0.950871459694989,0.8592592592592593,0.30620915032679735,0.9567538126361652,0.9080610021786489,0.945424836601307,0.8835511982570805,0.9452069716775598,0.9321350762527232,0.9417211328976033,0.9247276688453158
0.8280575539568343,0.8239808153477217,0.8115107913669064,0.7657074340527579,0.7961630695443646,0.776019184652278,0.8021582733812948,0.7928057553956833,0.8213429256594725,0.8055155875299759,0.8206235011990408,0.8215827338129493,0.8093525179856116,0.7829736211031175
0.8193236714975847,0.8235507246376811,0.8243961352657005,0.8153381642512075,0.8272946859903384,0.8091787439613525,0.8234299516908212,0.8192028985507245,0.8109903381642511,0.7801932367149759,0.8117149758454105,0.8112318840579711,0.8057971014492755,0.8120772946859902
0.6918465227817746,0.6961630695443642,0.701199040767386,0.6654676258992805,0.6899280575539567,0.6671462829736208,0.6920863309352517,0.6786570743405276,0.6695443645083933,0.6731414868105517,0.671462829736211,0.6944844124700237,0.6911270983213427,0.6810551558752996
