HIVE-COTE v1.0,ROCKET,TS-CHIEF,InceptionTime,ResNet,STC,WEASEL,ProximityForest,cBOSS,S-BOSS,BOSS,TSF,RISE,Catch22
1.0,0.9966666666666666,0.9333333333333332,0.9066666666666666,0.9299999999999999,0.9866666666666667,0.9399999999999998,0.9499999999999997,0.9433333333333331,0.9566666666666664,0.9566666666666666,0.81,1.0,0.9566666666666667
0.4611111111111112,0.996969696969697,0.4611111111111111,1.0,0.5833333333333334,0.40277777777777785,0.586111111111111,0.4444444444444444,0.3638888888888889,0.32500000000000007,0.3305555555555555,0.4638888888888888,0.33095238095238094,0.45277777777777767
0.8748427672955974,0.8792452830188677,0.8566037735849057,0.861006289308176,0.8490566037735847,0.8245283018867924,0.8358490566037736,0.8723270440251574,0.8874213836477985,0.8660377358490566,0.8540880503144651,0.8150943396226416,0.837106918238994,0.7490566037735847
0.7055555555555556,0.6777777777777777,0.5444444444444444,0.6500000000000001,0.4777777777777778,0.7944444444444444,0.7111111111111109,0.49999999999999994,0.48333333333333334,0.6333333333333333,0.5500000000000002,0.5277777777777778,0.6944444444444445,0.3444444444444445
0.9433333333333334,0.84,0.9366666666666663,0.823333333333333,0.7733333333333332,0.9066666666666667,0.88,0.8066666666666665,0.953333333333333,0.8733333333333332,0.8866666666666665,0.7866666666666665,0.7933333333333333,0.7733333333333333
0.9733333333333332,0.9066666666666666,0.9866666666666666,0.9833333333333332,0.9733333333333332,0.9,0.9433333333333332,0.8833333333333334,0.9633333333333333,0.9433333333333332,0.9699999999999999,0.8366666666666666,0.88,0.9733333333333333
0.9886666666666668,0.9920000000000001,0.9893333333333334,0.9926666666666667,1.0,0.8839999999999997,0.9186666666666667,0.9973333333333334,0.7013333333333331,0.7626666666666666,0.7553333333333332,1.0,0.9453333333333335,0.8613333333333332
0.8410256410256414,0.88974358974359,0.8282051282051285,0.866666666666667,0.853846153846154,0.88974358974359,0.8102564102564107,0.6846153846153847,0.7333333333333335,0.7128205128205131,0.6820512820512821,0.7000000000000001,0.671794871794872,0.8000000000000003
0.9962472406181017,0.9998896247240618,0.9983443708609272,0.9997792494481236,0.9956953642384108,0.9684326710816779,0.9772626931567331,0.9883002207505519,0.9987858719646799,0.9979028697571745,0.9974613686534217,0.9516556291390729,0.8859823399558499,0.9694260485651217
0.9851063829787235,0.9929078014184398,0.9775438596491228,0.9797872340425534,0.9810526315789475,0.9794326241134753,0.9748226950354612,0.9526315789473685,0.9687719298245617,0.9741134751773051,0.9712765957446811,0.9620567375886526,0.9024822695035462,0.9403508771929824
0.9301548492257538,0.9169030154849226,0.895158924205379,0.9238793806030969,0.8989731051344741,0.9451018744906278,0.9331377343113285,0.7524368378158108,0.8048736756316217,0.7689649551752241,0.7673512632436839,0.9164140179299102,0.9674327628361861,0.9037652811735942
0.9972946859903383,0.9171014492753623,0.9666666666666669,0.8344927536231884,0.7909178743961355,0.9871497584541065,0.9814492753623191,0.974106280193237,0.8930434782608694,0.9794202898550727,0.9218357487922706,0.9624154589371982,0.9622222222222226,0.8670531400966187
0.9974358974358974,1.0,0.9871794871794872,1.0,1.0,0.9846153846153847,0.9974358974358974,0.9923076923076923,0.9897435897435898,0.976923076923077,0.9846153846153847,0.9871794871794872,0.9897435897435898,0.9974358974358974
