S-BOSS,ProximityForest,TS-CHIEF,STC,BOSS,InceptionTime,HIVE-COTE v1.0,cBOSS,TSF,WEASEL,ResNet,Catch22,RISE,ROCKET
-0.29583280264699063,-0.29495641406316764,-0.28398474588369654,-0.2933271443507534,-0.3035200037503751,-0.654156555739695,-0.294364587491247,-0.29268845047355974,-0.28259602257818695,-0.5274856959182103,-0.9782258631940907,-0.3463826570276903,-0.382018479633569,-1.4062029588239962
-0.06670256217001368,-0.4830563563402819,-0.11621246670997389,-0.2949064298056635,-0.06400941363010168,-0.019727098232637352,-0.25163612544890507,-0.1138080190177778,-0.2633238811528332,-0.0371550156669022,-0.37617779746802715,-0.6251544027132004,-0.3999524373328815,-0.5068527631187351
-0.8700313950596287,-0.6982333948180928,-0.7168662906036612,-0.558527307753246,-0.9171856497538722,-1.0721205849289073,-0.7041641611255424,-0.843797065469826,-0.8960607961676293,-0.8662009028775802,-1.9854006789135008,-0.5948942890882666,-0.9350796279241067,-1.9170446575437874
-1.2680198235710227,-0.8401941133608394,-0.9018132197852927,-1.169369094479228,-1.2427052845127184,-0.7047590825297433,-1.1885752371306637,-1.2115752875053116,-1.1932771867748306,-1.9642169013682655,-1.161523036863587,-1.4448197384329995,-2.3306539329425986,-2.7231746336511895
-1.345581246585495,-1.0777005224997656,-1.1318914222721508,-1.2773057186783514,-1.4331259294532444,-1.0413519369986144,-1.3736087120417286,-1.3950509866511318,-1.5023598396949407,-2.4045582153866385,-1.7481572226066562,-1.7921190181401443,-2.539705924944887,-2.7938138012585156
-2.173335791240622,-2.0552319917988107,-1.4755474792049763,-0.6162564001019473,-2.1534479897691683,-0.5155586858987387,-0.880555154546392,-1.8071412261521094,-1.2014163885588727,-1.5624274657344681,-0.7881455793698013,-1.8474379550926767,-1.5529522147576358,-1.6891332306393267
-0.20614966699701645,-0.2844905922652595,-0.3424279119267106,-0.4622883639142715,-0.22351528286080383,-0.12426063212010165,-0.5406837228953626,-0.26101996168685304,-0.5768701110905536,-0.16499424354144906,-0.1980368581981226,-1.2015251611191908,-1.1502726129907255,-2.663838694967331
-0.11567423580219503,-0.3087707839884642,-0.14415843328626557,-1.0970297674505238,-0.08559924936181294,-0.40746523490238196,-0.5739195153076191,-0.1405672663223079,-0.5623976915970291,-0.09859982933946577,-0.44802374664938166,-1.1386393975884275,-0.9228432214675462,-1.3135587229364005
-0.2893587331067675,-0.4288458653389086,-0.4849227341365057,-0.8050760330145625,-0.31651840951388943,-0.1274711088235229,-0.7302290930601192,-0.4020401658136889,-0.8041272290587689,-0.22913437791587887,-0.223988162852558,-1.5886975992130357,-1.3924655702046664,-2.759502314371995
-1.1310165470212508,-0.9854586702507916,-1.1072983242890506,-1.681366675526172,-1.486989490744558,-1.0083556597298111,-1.6509786310319763,-1.5278543407886895,-1.652746554837944,-1.7323634026442802,-1.977291901371217,-2.2726169428071206,-2.4712516599546017,-4.682730967910168
-0.1532891008878812,-0.4754448600319576,-0.37632985172106,-0.450625385229254,-0.1717740782382355,-0.12609006023246916,-0.5160493125513089,-0.1882261991734873,-0.983453489714143,-0.25064213467061525,-0.20703316796538418,-1.2458867550547603,-1.282543667650068,-2.083112247791055
-0.37411000786525245,-0.584003380087508,-0.29573004517933843,-0.2750080289637976,-0.3504283813577763,-0.2696390218944918,-0.430873191401885,-0.45284118375300636,-0.787332404452094,-0.20786233999637108,-0.6925108520148001,-0.3436116178458659,-0.45037263382839576,-0.5870424478359395
-0.0798689013878861,-0.2301210686219342,-0.02542768343975873,-0.016580574212726813,-0.060726767335881865,-0.07694887436408133,-0.09870614787994476,-0.03916851827893535,-0.08226504546518545,-0.03832861591635526,-0.06881168491377537,-0.08713237421083535,-0.3431058884109396,-0.4905689550985215
-0.18583510337266,-0.6250662520655909,-0.0664057200176723,-0.16422017159434135,-0.14998511123508562,-0.33490471017099116,-0.21254662620283277,-0.14453070260996964,-0.21756971352627497,-0.3852427611154201,-0.9816658130757687,-0.2577801164365284,-0.514333689025653,-0.5343395257174393
-0.0748025951299137,-0.1232652189746924,-0.1250378099909664,-0.15731259454269553,-0.07637610573211423,-0.0175133816436527,-0.17808371123331368,-0.031739032863408005,-0.22101608701990336,-0.03291202960500096,-0.033958282800112455,-0.31320001678164827,-0.38162597535045606,-0.5047825830050875
-0.059435572336425935,-0.05812871492563185,-0.13031268167684376,-0.16548845492499678,-0.061136859551136395,-0.07422096535489815,-0.1463227160723333,-0.030126695184766326,-0.12908780601450173,-0.06898009249795094,-0.022452521087472827,-0.27646376070142775,-0.3219239397955849,-0.4875943502345563
-0.027903596719269664,-0.028808127099702676,-0.07198495177295529,-0.06921977348853169,-0.030554696706415016,-0.008944910323722948,-0.06896623232094594,-0.014377674197578991,-0.052284654900582074,-0.023690857282744417,-0.04886745552577029,-0.062287024244955684,-0.16684132324163575,-0.47054068225426743
-0.04561316332512685,-0.0017433669125245742,-0.00232979904111169,-0.16028004182468025,-0.04917698496412334,-4.362607445254915E-4,-0.04742010739687297,-0.01685885466302148,-0.0012951975014295508,-0.057002352218658216,-6.779245544873557E-5,-0.2331709643703359,-0.04595312587624507,-0.4933389913459148
-0.6173195192175407,-0.7031610897534601,-0.7091782154831733,-0.6371961589256973,-0.613803568176172,-0.7064223269751158,-0.6244899668332661,-0.6402828578680481,-0.6534419059021664,-0.7321719696341233,-1.397586468105827,-0.8385183980400513,-0.7384397532223924,-0.6998939018290393
-1.930882727365197,-2.0005884543458756,-1.7976281917182493,-1.7307795609216534,-2.069889680521045,-2.4923887109130547,-1.7558189969357254,-1.896424185233076,-1.9530786746843996,-4.793113311521247,-3.5743038636310382,-1.9640657137376427,-1.96852688501217,-2.068914170974565
-1.162000836589468,-1.0039821999640564,-0.9350769150585401,-0.9094874302795457,-1.1018014981762516,-1.6811657760796421,-0.9158683084319358,-0.9873002805371286,-0.9820537321792772,-1.3759908642963246,-2.90691377011787,-1.038259933002195,-0.9681578827277473,-0.9313479639656536
-0.29282624114886496,-0.31843863178719073,-0.29904918454382573,-0.19119525073674168,-0.2382812898399222,-0.2400905382254173,-0.3748839940840788,-0.3687413204709875,-0.558281837232205,-0.76020240223855,-0.29778221514171244,-0.2748878156952988,-0.6305959385529555,-0.5608753557731921
-2.209265758494456,-1.8487351207397564,-1.807881339657977,-2.092507960901775,-2.252003475054326,-2.3353376833753443,-1.9202688472289497,-2.0600060838939838,-2.4834235734790853,-2.3150877484282786,-4.410845096844847,-2.0374878694524634,-2.312745319466479,-2.5460444767442296
-0.08727805025295066,-4.988689578829528E-4,-0.0075677293097603906,-0.12075476071656158,-0.06742854416414094,-2.851582722224721E-5,-0.0724092591741565,-0.05206448707267004,-0.0,-0.16030425732977488,-4.194570970413427E-4,-0.40940291176852217,-0.14136307374046087,-0.8686154401361695
-0.1157026664454506,-0.004278977200761011,-0.05783820596936332,-0.5055846799829692,-0.12140504175406737,-3.31689997854066E-5,-0.20343877199882784,-0.1813926302579879,-0.01578196443297626,-0.5255999029050704,-20.395169655172694,-0.7076040093992214,-0.21268376339598574,-0.9612310834771548
-1.9811612180293212,-1.4229701595890147,-1.397600693209878,-1.3954268287876375,-2.003560721679924,-2.272799828133482,-1.5115871158955043,-1.7307577495099526,-1.509929516189342,-2.8456661591509085,-3.599969536042349,-1.766490880099348,-1.895190719605502,-2.8388624901379123
-0.4510453388010196,-0.1787569260293252,-0.22945043961317108,-0.21264555496711193,-0.4675132185760114,-0.2901690455933694,-0.2436797018667627,-0.43935124348965027,-0.18799793288367664,-0.221999790951206,-0.629341532033265,-0.46677574749183326,-0.2507384486924851,-0.5421931885700478
-0.5894229557422687,-0.7365831716410914,-0.725624588344578,-0.378259424506064,-0.6190549727381249,-0.36858818023709394,-0.5515843018591008,-0.6450961831335119,-1.2541043016902256,-1.256314964754283,-0.6746446069728795,-0.5109053264678989,-1.007029593690492,-0.9582778932327187
-0.620718992331206,-0.5879696326513723,-0.7385645422528955,-0.8848947228599856,-0.6058925257320597,-0.7266190465091298,-0.7262582573973344,-0.6869942088103609,-0.7559045318946441,-1.4720160129081192,-1.2875867221148973,-0.744764859062334,-0.8190106457603431,-0.7723749244387259
-1.3174073162961268,-0.8509993992612308,-0.9705759573905121,-1.2756845823386156,-1.370808743885148,-0.8755536524823347,-1.1624882078608358,-1.195818760882594,-1.14259578539017,-1.7330707567030617,-1.2584740198002276,-1.3645201800219506,-1.547376259928995,-2.0784972527737144
-0.23445228343171834,-0.15940334545990328,-0.18677661055181222,-0.5210959307599532,-0.23960791636871095,-0.20104167984074117,-0.4437826854221161,-0.32172306978330995,-0.3107238829478154,-0.19297321218402766,-0.16470115663810786,-0.6566557488673587,-0.7994840668441231,-2.0579564179447187
-0.08036171697461275,-0.10950187084255483,-0.11758141182947164,-0.19556008080616127,-0.08517463276194905,-0.05802643767563295,-0.14057791005112746,-0.09688052790384123,-0.08021868380279368,-0.07459734972782012,-0.03266809713237742,-0.37935989104903906,-0.23696311457771643,-0.8790143661993622
-1.1676451128120553,-0.8910260888125742,-1.0004817597268958,-1.2157429898503729,-1.1739794667092522,-1.3886119471678822,-1.1217639296851674,-1.202158225088483,-1.0481844197131722,-1.6467638425577455,-2.1363540062511066,-1.045617385671114,-1.373010081380212,-2.4786946635089864
-1.1293210064513715,-1.1573512792973129,-1.1566035410804891,-1.1660879438910052,-1.1264796569121323,-2.644714664188887,-1.1356377934167456,-1.1447803005965085,-1.1883816355007293,-1.7386637648337493,-5.24329834012889,-1.1372080580275423,-1.146589372271439,-1.3314801132063747
-0.6198102322740819,-0.5575526553336817,-0.628586679813654,-0.5415735394199314,-0.6190374710257949,-0.9724692131481839,-0.5797441882027292,-0.6895998515765804,-0.6079367463627336,-0.6681542988738021,-2.034484020710441,-0.6778981442021326,-0.6372777130912461,-0.711446447497137
-1.7181993558063167,-1.5906438625744634,-1.4887044470025457,-1.5035308630569715,-1.7254811571014632,-3.3776681559617363,-1.4766175874888419,-1.592591090704446,-1.5443537125662645,-2.450081204715411,-6.079149794184209,-1.5722316556325353,-1.4884994239727645,-2.1586744741983432
-0.28922626716055,-0.2415275433750897,-0.2738088912438676,-0.23307612079070653,-0.34942596404542,-0.18848010398150034,-0.39109945417573455,-0.3485284360136117,-0.40151253390860997,-0.2723752050869077,-0.17927500086244164,-0.4368430100641084,-0.7605749391562591,-1.411402882532815
-0.33544006422663447,-0.41204645476192675,-0.4570160616865703,-0.42639313336919094,-0.517277528689068,-0.45537642543737245,-0.580673944903966,-0.5386378092156,-0.6759683248226853,-0.5163024722678942,-0.5710670604458347,-0.6751731119289567,-1.0241769426602516,-1.491806083642636
-0.48997276449360083,-0.3394703124750776,-0.4155478249196138,-0.44995880887995804,-0.5107025037432852,-0.7266444898555323,-0.44131529616068055,-0.4043374274183024,-0.49340161857403303,-0.3540029197914187,-0.6363734992280773,-0.5612986321715909,-0.581976911858855,-0.634368981374763
-0.4816395760590462,-0.5802281631761502,-0.4186597793300201,-0.7217844258524362,-0.4559958502947461,-0.8503574140658344,-0.5359191801532917,-0.49157101877212067,-0.4441298162973074,-0.46325438383179296,-1.0516682659848502,-1.0237255698608008,-0.6257510946629465,-1.2951396213846325
-0.2735779014700008,-0.8247184441901769,-0.5766500614385409,-0.5366130015891248,-0.3131292916170146,-0.2536396279843936,-0.6506707686247688,-0.47325006935561603,-1.4525787665792531,-0.8442642261587899,-0.18225449531213647,-1.1293598308013955,-1.543979157138421,-1.7430958247605022
-0.5865117306371078,-0.5568583577385847,-0.6105372956631272,-0.5616218727062551,-0.5840708068493818,-0.7987705795998067,-0.5790800469601675,-0.6654441654892566,-0.6072091719939309,-0.8210217471043362,-2.2224915437133737,-0.6465451234567824,-0.6313059000872351,-0.7055513343418733
-4.248479785659772,-3.379541126139887,-3.3229780417781765,-3.387578371040378,-4.2717186902868,-5.007026393510796,-3.429903220275455,-3.71187208187941,-4.159185215735167,-6.243641205432327,-6.686932068258516,-3.6147364385029292,-3.5555410948704727,-5.10264057903286
-0.21096438277333707,-3.698165987832416,-0.45959365770488053,-1.497571999965467,-0.2897245753682642,-0.43435216862117354,-0.6907484862730754,-0.6083690262220094,-3.747878090417433,-3.6872330728918246,-6.7918717747426705,-4.37260454226006,-4.355385505502053,-5.551589348693508
-0.1414901495676055,-1.4758096212963785,-0.2340663728217798,-1.016947949702406,-0.17970707419159287,-0.4364626710442767,-0.6344790655230119,-0.4734829869018879,-3.533254465719507,-0.4235461737826601,-0.23120382603812623,-1.954577883780241,-2.3150729356290514,-4.620701956159404
-0.2441230702023281,-2.3720065836908883,-0.3939853860028933,-2.005372007921259,-0.26327269179670704,-0.6916492072476345,-0.6357130231278548,-0.5651865199722751,-4.047951245807437,-0.8080461485281815,-5.213542072579214,-3.3830981641401903,-3.069097979973219,-4.7686102402693
-0.021214344328318358,-0.011807233549933233,-0.01480258681471598,-0.1693729969479924,-0.02117768743589648,-0.008703480308804464,-0.11245289284437049,-0.010537914434915804,-0.09503101572697718,-0.014475033293786585,-2.749760519786692E-5,-0.21841242466583996,-0.20354851466101326,-1.7049982945611255
-0.34497707068663264,-0.1012393467647239,-0.17897050901811692,-0.23773441685322494,-0.35500541038369227,-0.055519806376130486,-0.21079134543149594,-0.41917585131219093,-0.05148374837850414,-0.30932906577365793,-0.7936188211864691,-0.4121479676446438,-0.2925264693293658,-0.5503448949788543
-0.6404575696406446,-0.5770224090722675,-0.5592507453972646,-0.5568428341640629,-0.6544660523797606,-1.2177576550681448,-0.5430964751718115,-0.5791395943394996,-0.5723869757102911,-0.7928564279990667,-2.382876038868651,-0.5864437409081845,-0.5511121539751739,-1.0474710866313184
-0.4746225452179733,-0.46771510213093337,-0.4756137518598156,-0.38988285814263585,-0.47505103744626914,-0.6701718476704931,-0.4361736753155583,-0.489267490351505,-0.5078464988830433,-0.5619319082856084,-1.150303297142338,-0.5638029444171463,-0.5010380314912336,-0.6355553225869348
-0.8570662162708059,-0.7622774631494581,-0.7486530223945836,-0.7598065396466659,-0.8758830479909936,-1.4383001013963248,-0.7323056548423496,-0.8209976420559371,-0.7601088446901745,-1.0316605096029854,-2.5224598640649516,-0.8198664879753527,-0.735398547880522,-1.8313094172090938
-0.8870543431440504,-1.0694228510881414,-1.0637319960569462,-0.8340160429761495,-0.7959604860301421,-2.0622382137624027,-0.9118173645616728,-0.870316541965628,-1.2611456217040797,-1.884491545247892,-2.2331436674791756,-0.9647622000400187,-1.2224937929574784,-1.2237456428653752
-0.7077494386054727,-0.807365607687576,-0.8518243076482047,-0.9404890686704924,-0.7565663915589022,-2.2185602790007484,-0.8179199308424394,-0.8353639984080427,-0.9445469249372004,-0.8844003638152557,-6.3321569609247605,-1.2963889141783944,-0.8878260793237498,-1.3827116837138549
-1.2641562076908,-1.3007041322612947,-1.3368099969702947,-1.0039354033080319,-1.2623165512931065,-1.6491618562963992,-1.1186326349094828,-1.2887577234156105,-1.58254307425977,-2.2349942660967943,-2.347129565227768,-1.2632473095408827,-1.338549300415214,-1.377785019102512
-0.38513516802582487,-0.22615383321767313,-0.5445101605117435,-0.3308158604503321,-0.3964522984314289,-0.42339612702939233,-0.39911575704964997,-0.516591322149553,-0.28489686392037494,-0.7909108549646288,-1.2641717273454738,-0.4890048950187487,-0.6645417831311626,-0.6456885080904786
-1.214900581070318,-0.5646333929676276,-0.7964939175077554,-1.0428118363309733,-1.282094015722156,-1.69051793618254,-0.9129181799760783,-1.2720325953473781,-0.646383396920284,-2.435117727727609,-3.3432746566759013,-1.3663333056426705,-1.5195117440645958,-2.147084758965255
-0.6098113453103371,-0.39855028344485877,-0.6365599451422258,-0.5097273027574201,-0.6471579407573208,-0.9956140047602029,-0.6211010265899024,-0.7644771466314662,-0.460894571544383,-1.169953274795924,-2.6328063202963463,-0.7324667705187751,-1.3186461247085954,-1.6117584449845672
-0.1410810397475566,-0.7707470705733919,-0.33675073704137376,-0.058136535918894935,-0.12089502058197579,-0.3144542570359144,-0.3442233967483255,-0.4618870146708957,-1.0550053848058616,-0.15915576702605494,-0.7791702845768658,-0.18145427580639237,-0.8988873550246587,-0.8014383541820886
-0.4552654834488717,-0.7654321902676088,-0.7930799014633576,-1.2213098379920473,-0.5478603459700362,-0.376356864572842,-1.0714508114119283,-0.6616066127422884,-1.3313006457605236,-0.5429563840280157,-0.5098092900565319,-1.4634343921757942,-2.0918412095472134,-4.811581703658557
-0.7673918373480455,-0.8950270425145432,-0.6488985434207046,-0.6638690738515919,-0.8427718817308569,-1.4939011715398058,-0.7174771387151339,-0.8389448984876683,-0.807279897646978,-1.5012504533734785,-2.2010329308127536,-0.6913854044137263,-0.8514668462938629,-1.1156414257385399
-3.222134054230134,-0.16659687741537735,-0.26857190030270733,-0.33037865870344907,-3.2194376049263638,-0.054206095586547494,-0.3677027041282139,-1.5521105149424252,-0.25501126472634333,-0.5600803092026084,-0.03527228358665961,-0.6058164350753235,-0.7469887480695264,-0.9501673721281151
-0.43715413844397344,-0.31720677761791155,-0.4936325548121498,-0.6263726955335767,-0.41031203010011796,-0.1896370387230489,-0.5783776528840865,-0.8055392925866499,-0.4919533319422685,-0.3313880217795837,-0.20195982221566472,-0.4451256119896595,-0.5494525965547854,-0.5681771395114502
-0.39338787000018755,-0.36982489764662957,-0.49372337518299975,-0.34083876590581397,-0.4152812536428768,-0.20593523733048266,-0.41089479745774066,-0.4830567469539983,-0.46250238325464665,-0.2533313042481185,-0.16218319388734317,-0.41226229617224874,-0.4775272095276847,-0.6166225328047936
-0.1857321399002824,-0.11161766153775471,-0.10665729833821563,-0.1127988180789891,-0.13871275149561882,-0.22081720281512057,-0.18029004177800745,-0.13560949009042592,-0.1875937188831723,-0.1631352039144312,-0.42072377705824665,-0.14963010771778956,-0.33192797333779916,-0.8512162262460227
-0.14024088610741217,-0.17857617923548957,-0.17290968252658817,-0.1354672383352388,-0.13149996624426916,-0.17480061261851668,-0.14836777923772765,-0.11514554191985392,-0.17291442098987045,-0.12260220043021439,-0.21890047599432177,-0.32136852970505875,-0.21548456837988764,-0.5026943327072705
-0.33722114655514407,-0.3170393605598374,-0.3928552948011584,-0.4715717915402511,-0.37596159837777565,-0.15725980872035528,-0.5780625888330615,-0.4510846181608718,-0.6671673293663064,-0.1989955689837489,-0.2510987700553334,-0.6814059546548988,-0.9195178587224643,-2.793456731868304
-0.18397456002452514,-0.17554280923152973,-0.24290498001058278,-1.0859118067178477,-0.19853331364846324,-0.14734155824563755,-0.5712474653835892,-0.28559644796869404,-0.4905030778436018,-0.2841552095947294,-0.2276284914757277,-0.5127153170136914,-0.7290432824908124,-1.5972682211956462
-0.21258674024985486,-0.057989108181016484,-0.08450641939109943,-0.09276477328768033,-0.20795267902703304,-0.026772750546284408,-0.2249247667524154,-0.4162306978685274,-0.15930640286373426,-0.05120474167398217,-0.03158499326367573,-0.25232195817358405,-0.9266210063498728,-1.595656478258684
-0.2846469792044213,-0.5897075819776625,-0.3210123289365678,-0.2221586247116792,-0.27208203319323815,-0.2260529312127381,-0.35112995628091426,-0.2639445035332901,-0.8574589062628241,-0.21943242294718449,-0.2365277821703992,-0.673466771644718,-0.7410466313167999,-0.609237650721396
-0.14213762491899523,-0.49933704791921396,-0.2602454355878858,-0.25953393050417206,-0.15587511703397483,-0.1423843447638197,-0.33944118046058397,-0.1874106728871302,-0.666900243673959,-0.3068991134910901,-0.22887626632485994,-0.602943471371129,-0.6677987214777724,-0.6044985931211924
-0.020915423264121037,-0.013449459346190287,-0.021057383703087358,-0.06600987547213961,-0.020730596577808826,-6.615628420065671E-5,-0.1600378326889247,-0.013884747167459103,-0.07199890088335119,-6.335844290660588E-4,-4.815786210701972E-6,-0.051085776314522886,-0.6030271876723738,-1.076058913873424
-0.10963827812427156,-0.2176662206802463,-0.19154498087368407,-0.24986324748828329,-0.10801600454606146,-0.022561448315258928,-0.276347509610984,-0.11448816681265565,-0.4777624591672171,-0.0685297623745105,-0.00182210662363063,-0.544966898194746,-0.5041916698154371,-0.5007161512255581
-0.08402535136617931,-0.029449129460336808,-0.04313020152118209,-0.10283302882792036,-0.09071079022955106,-8.527091491552394E-7,-0.15833815121658604,-0.12810604626696204,-0.24100536776299206,-0.10319397934981442,-9.387855488216089E-4,-0.5619675500675065,-1.8201081272520712,-1.0893875338272805
-0.31470660097061437,-0.2774351081229704,-0.27621440618691623,-0.4102257613262322,-0.2079143830100546,-0.11275817537916673,-0.47568612932620474,-0.48448237107567693,-0.6761366641408444,-0.26842639740883156,-0.677847391953459,-0.6345078702288108,-1.3877592769643576,-0.8826695280392731
-0.25113852381143026,-0.22578450914900364,-0.30162266979623703,-0.25260112183482153,-0.30503381821777625,-0.29603554965455375,-0.45794619482622145,-0.3558896544723539,-0.29183877884521997,-0.27540848613732327,-0.9470924877227487,-0.8968684844534008,-1.419756151882042,-1.952039663177227
-0.8180364719557588,-0.738066320689224,-0.8101415268617458,-0.7390227409126106,-1.02291207215809,-1.077968428734922,-0.8702861380267579,-0.9652210761540848,-0.8489279102347296,-1.3493345910095995,-2.0051979845845405,-1.0110662394979333,-1.8174770486818879,-2.146731558853611
